Date - Time,O3(ppm),SO2 (ppm),PM10(ug/m3),PM2.5(ug/m3),Temperatura (ºC),Humedad Relativa (%)
17-02-20,0.011,0.0032,44,17,22.56,57
18-02-20,0.009,0.0031,42,13,21.9,60
18-02-20,0.003,0.0031,38,19,20.39,63
18-02-20,0.009,0.003,33,31,20.07,66
18-02-20,0.026,0.003,61,18,18.93,66
18-02-20,0.022,0.0031,54,7,18.7,56
18-02-20,0.017,0.003,32,24,18.77,54
18-02-20,0.011,0.0029,41,18,18.32,55
18-02-20,0.004,0.003,30,12,18.51,52
18-02-20,0.004,0.0033,39,25,18.6,54
18-02-20,0.005,0.0042,50,25,19.22,57
18-02-20,0.008,0.0039,121,45,20.93,61
18-02-20,0.012,0.0045,104,43,22.18,61
18-02-20,0.023,0.0054,103,40,23.21,58
18-02-20,0.045,0.0091,110,55,24.73,53
18-02-20,0.057,0.0084,133,29,26.71,46
18-02-20,0.061,0.007,96,25,27.99,44
18-02-20,0.055,0.0062,92,16,28.85,43
18-02-20,0.044,0.0062,76,16,28.99,42
18-02-20,0.028,0.0049,67,26,28.52,44
18-02-20,0.025,0.004,62,23,27.15,46
18-02-20,0.026,0.0034,61,16,26.19,49
18-02-20,0.022,0.0032,45,17,25.25,54
18-02-20,0.018,0.0029,46,24,23.53,61
18-02-20,0.015,0.003,52,20,22.39,66
19-02-20,0.018,0.0031,49,30,21.88,67
19-02-20,0.013,0.0031,45,21,20.37,72
19-02-20,0.004,0.0029,41,15,18.78,74
19-02-20,0.008,0.0033,34,24,17.39,78
19-02-20,0.01,0.0031,31,18,16.13,82
19-02-20,0.007,0.0026,24,20,15.05,85
19-02-20,0.006,0.0026,14,14,14.22,86
19-02-20,0.003,0.0025,19,,13.67,87
19-02-20,0.004,0.0026,14,,13.04,88
19-02-20,0.004,0.0026,24,,12.71,88
19-02-20,0.005,0.0025,25,,12.59,88
19-02-20,0.006,0.0026,26,22,12.48,88
19-02-20,0.006,0.0025,34,26,12.63,88
19-02-20,0.006,0.0025,8,,12.75,88
19-02-20,0.009,0,24,15,12.95,88
19-02-20,0.009,0,27,4,13.15,
19-02-20,0.005,0,34,15,13.78,86
19-02-20,0.002,0,41,13,13.84,84
19-02-20,0.002,0,51,23,13.69,84
19-02-20,0.002,0.0026,48,33,13.53,85
19-02-20,0,0.0027,54,34,13.48,86
19-02-20,0.001,0.0026,44,25,13.48,87
19-02-20,0.002,0.0026,29,24,13.44,87
19-02-20,0.002,0,14,3,13.19,88
20-02-20,0.002,0.0025,14,13,13.06,88
20-02-20,0,0.0024,13,11,13.02,88
20-02-20,0,0.0024,9,,12.91,88
20-02-20,0.004,0,21,16,12.71,88
20-02-20,0.006,0,8,8,12.45,88
20-02-20,0.007,0.0029,7,,12.29,89
20-02-20,0.003,0.0025,11,,12.28,89
20-02-20,0.002,0.0025,13,8,11.9,89
20-02-20,0.002,0.0026,28,15,11.91,89
20-02-20,0.002,0.0026,39,23,11.99,89
20-02-20,0.004,0.0027,39,,12.02,89
20-02-20,0.005,0.0026,48,13,12.02,89
20-02-20,0.007,0.0026,23,16,12.22,
20-02-20,0.011,0.0025,29,12,12.52,
20-02-20,0.009,0.0025,25,,12.49,88
20-02-20,0.01,0,28,2,12.34,88
20-02-20,0.007,0.0024,24,10,11.93,87
20-02-20,0.008,0.0025,13,9,11.6,87
20-02-20,0.006,0.0024,14,,10.8,87
20-02-20,0.005,0.0024,12,4,9.72,87
20-02-20,0.007,0.0023,11,11,9.15,87
20-02-20,0.01,0.0023,13,4,8.84,86
20-02-20,0.014,0,13,7,8.4,86
20-02-20,0.012,0,12,,7.99,86
21-02-20,0.015,0,6,2,7.77,87
21-02-20,0.022,0,3,,7.22,87
21-02-20,0.027,0,5,,6.57,88
21-02-20,0.034,0,3,,6.19,88
21-02-20,0.034,0,4,,5.57,88
21-02-20,0.032,0.0022,8,,5.19,88
21-02-20,0.029,0.0023,6,4,5,87
21-02-20,0.025,0.0023,10,,5.41,85
21-02-20,0.023,0.0024,14,4,6.04,79
21-02-20,0.022,0.0024,20,2,6.49,74
21-02-20,0.025,0.0026,20,3,7.21,69
21-02-20,0.023,0.0027,22,7,7.94,64
21-02-20,0.024,0.0032,26,16,8.6,63
21-02-20,0.024,0.0029,43,13,8.91,62
21-02-20,0.028,0.0029,37,22,9.14,61
21-02-20,0.024,0.0026,39,21,9.55,59
21-02-20,0.025,0.0032,34,18,9.75,59
21-02-20,0.026,0.0027,42,32,9.87,60
21-02-20,0.026,0.0025,36,23,9.62,63
21-02-20,0.028,0.0024,32,15,9.09,66
21-02-20,0.03,0.0024,25,17,8.73,69
21-02-20,0.035,0.0023,25,15,8.6,68
21-02-20,0.038,0.0023,28,7,8.67,66
21-02-20,0.035,0,19,6,8.56,65
22-02-20,0.033,0,17,7,8.49,65
22-02-20,0.033,0,16,6,8.46,65
22-02-20,0.033,0,17,4,8.31,66
22-02-20,0.034,0,14,,8.19,67
22-02-20,0.032,0,14,3,8.07,66
22-02-20,0.03,0,17,6,7.95,68
22-02-20,0.024,0,16,7,7.96,69
22-02-20,0.015,0,20,6,8,69
22-02-20,0.007,0,10,5,7.97,69
22-02-20,0.017,0.0025,21,10,8.26,69
22-02-20,0.023,0.0027,32,11,9.67,66
22-02-20,0.025,0.0026,28,7,11.43,60
22-02-20,0.03,0.0025,28,11,12.68,56
22-02-20,0.036,0.0024,24,14,13.82,53
22-02-20,0.036,0.0024,28,17,14.59,51
22-02-20,0.033,0,19,6,15.39,50
22-02-20,0.035,0.0026,21,6,16.04,49
22-02-20,0.038,0.0027,29,14,17.06,48
22-02-20,0.034,0.0024,21,5,17.3,48
22-02-20,0.017,0.0024,18,13,16.65,50
22-02-20,0.013,0.0039,19,9,16.12,52
22-02-20,0.023,0.0051,39,9,15.51,53
22-02-20,0.028,0.004,34,17,14.98,57
22-02-20,0.022,0.003,25,12,14.45,61
23-02-20,0.005,0.0029,21,17,13.94,64
23-02-20,0.005,0.0031,26,,12.97,66
23-02-20,0.005,0.0059,42,8,12.49,69
23-02-20,0.003,0.0061,50,19,12.13,71
23-02-20,0.006,0.0208,53,23,12,71
23-02-20,0.007,0.0084,64,17,11.67,72
23-02-20,0.007,0.006,51,24,11.69,72
23-02-20,0.005,0.0051,39,13,11.38,72
23-02-20,0.006,0.0043,27,15,11.41,74
23-02-20,0.014,0.0046,35,11,13.08,72
23-02-20,0.017,0.0057,44,12,15.49,62
23-02-20,0.021,0.0054,46,22,17.25,56
23-02-20,0.022,0.0049,45,18,18.49,52
23-02-20,0.016,0.0047,60,29,19.48,50
23-02-20,0.039,0.0093,59,36,19.88,49
23-02-20,0.057,0.0066,82,27,21.1,48
23-02-20,0.054,0.0052,71,26,23,44
23-02-20,0.052,0.0076,61,27,23.97,42
23-02-20,0.043,0.0101,50,29,23.91,42
23-02-20,0.029,0.008,61,28,22.34,46
23-02-20,0.019,0.0055,61,27,20.5,52
23-02-20,0.008,0.0052,49,29,20.31,53
23-02-20,0.011,0.0087,71,48,18.9,58
23-02-20,0.01,0.0091,81,34,18.23,59
24-02-20,0.013,0.0136,61,36,17.58,61
24-02-20,0.01,0.0102,77,29,17.17,62
24-02-20,0.012,0.0141,62,37,17.15,62
24-02-20,0.01,0.0126,71,30,16.91,62
24-02-20,0.009,0.0178,81,39,16.62,62
24-02-20,0.009,0.0119,64,34,17.62,57
24-02-20,0.003,0.0108,139,30,17.76,53
24-02-20,0.004,0.0102,98,36,17.69,51
24-02-20,0.013,0.0122,86,32,19.31,45
24-02-20,0.013,0.0168,115,23,23.42,30
24-02-20,0.023,0.008,103,29,23.03,39
24-02-20,0.039,0.0079,107,35,22.83,43
24-02-20,0.044,0.0058,124,20,24.09,40
24-02-20,0.046,0.0054,104,16,25.18,37
24-02-20,0.047,0.0049,89,16,25.83,34
24-02-20,0.05,0.0045,66,4,26.75,31
24-02-20,0.051,0.0043,45,16,27.27,29
24-02-20,0.045,0.0037,38,14,27.42,29
24-02-20,0.035,0.0035,37,21,26.67,30
24-02-20,0.018,0.0033,46,18,25.17,34
24-02-20,0.019,0.0041,38,7,24.61,33
24-02-20,0.02,0.0049,55,10,23.91,37
24-02-20,0.022,0.0037,48,18,23.04,41
24-02-20,0.029,0.0033,44,17,22.25,42
25-02-20,0.036,0.0036,36,12,21.9,42
25-02-20,0.036,0.0031,39,16,21.63,40
25-02-20,0.022,0.0078,27,4,20.94,34
25-02-20,0.021,0.0142,30,14,19.77,33
25-02-20,0.022,0.0079,38,11,18.99,37
25-02-20,0.016,0.0046,31,12,18.25,46
25-02-20,0.006,0.0044,36,18,17.6,51
25-02-20,0.003,0.0066,43,17,17.51,48
25-02-20,0.004,0.0098,72,33,17.37,49
25-02-20,0.01,0.0055,96,34,17.92,55
25-02-20,0.014,0.0086,71,14,19.89,47
25-02-20,0.038,0.0116,90,32,21.18,41
25-02-20,0.046,0.0056,91,14,23.77,27
25-02-20,0.051,0.0032,40,3,26.22,13
25-02-20,0.054,0.0042,14,5,26.99,12
25-02-20,0.067,0.0067,21,5,27.5,15
25-02-20,0.067,0.005,52,12,27.97,15
25-02-20,0.062,0.005,52,19,28.28,14
25-02-20,0.038,0.004,35,14,27.62,13
25-02-20,0.029,0.0039,38,16,25.5,17
25-02-20,0.031,0.0037,70,11,23.23,20
25-02-20,0.032,0.0033,72,8,21.57,22
25-02-20,0.041,0.0036,83,18,20.24,25
25-02-20,0.041,0.0027,63,9,19.02,26
26-02-20,0.042,0.0026,58,20,17.15,31
26-02-20,0.042,0.0034,61,13,15.87,34
26-02-20,0.042,0.0029,39,7,13.95,39
26-02-20,0,0.0025,28,9,12.84,42
26-02-20,0.041,0.0024,24,11,12.36,40
26-02-20,0.04,0.0024,10,,11.97,37
26-02-20,0.036,0,9,,11.69,34
26-02-20,0.03,0,9,,11.47,32
26-02-20,0.029,0.0025,13,,11.19,28
26-02-20,0.027,0.0028,32,5,10.42,24
26-02-20,0.026,0.0029,77,21,9.68,25
26-02-20,0.03,0.0032,134,10,9.84,24
26-02-20,0.034,0.0032,128,8,11.15,23
26-02-20,0.038,0.003,104,21,12.4,22
26-02-20,0.04,0.0033,77,14,13.76,20
26-02-20,0.04,0.0037,76,11,14.82,18
26-02-20,0.04,0.0031,71,12,15.21,17
26-02-20,0.036,0.0027,84,11,15,16
26-02-20,0.032,0.0029,55,5,14.84,16
26-02-20,0.033,0.0027,46,9,13.38,16
26-02-20,0.032,0.0029,29,9,12.23,15
26-02-20,0.031,0.003,24,,11.17,15
26-02-20,0.033,0.003,24,,10.2,17
26-02-20,0.037,0.0048,16,7,9.43,19
27-02-20,0.036,0.0044,22,2,8.83,21
27-02-20,0.031,0.0036,21,,8.48,22
27-02-20,0.034,0.0043,16,,8.05,24
27-02-20,0.035,0.0033,19,,7.72,25
27-02-20,0.032,0.0029,11,,6.77,29
27-02-20,0.029,0.0028,10,,6.04,32
27-02-20,0.025,0.0028,10,2,5.42,33
27-02-20,0.011,0.0027,10,5,5.16,34
27-02-20,0.019,0.003,9,,5.38,34
27-02-20,0.035,0.0034,24,7,8.1,29
27-02-20,0.035,0.0026,52,4,10.49,23
27-02-20,0.034,0.0029,25,15,11.42,22
27-02-20,0.04,0.0037,31,14,12.52,21
27-02-20,0.044,0.0057,44,20,13.43,20
27-02-20,0.047,0.0058,43,19,14.54,19
27-02-20,0.045,0.0041,45,22,15.59,19
27-02-20,0.045,0.0053,61,19,16.58,18
27-02-20,0.037,0.0052,62,16,16.98,18
27-02-20,0.039,0.0053,63,17,16.94,18
27-02-20,0.034,0.0032,64,19,15.91,21
27-02-20,0.024,0.0028,31,12,14.97,22
27-02-20,0.022,0.0027,30,10,13.66,26
27-02-20,0.022,0.0027,29,18,12.58,28
27-02-20,0.017,0.0033,18,13,12.18,29
28-02-20,0.016,0.0044,28,10,11.45,30
28-02-20,0.018,0.0054,25,10,10.27,34
28-02-20,0.017,0.0041,38,15,9.75,35
28-02-20,0.015,0.0064,26,16,9.23,37
28-02-20,0.022,0.0044,38,11,9.02,39
28-02-20,0.019,0.0039,39,12,8.56,39
28-02-20,0.01,0.0043,27,10,7.99,41
28-02-20,0.006,0.0052,29,17,7.89,41
28-02-20,0.01,0.0051,42,10,8.39,40
28-02-20,0.02,0.0099,72,21,11.17,34
28-02-20,0.022,0.0076,122,22,14.85,26
28-02-20,0.034,0.0065,83,42,16.76,23
28-02-20,0.043,0.0082,98,34,18.37,17
28-02-20,0.049,0.0057,100,35,19.12,15
28-02-20,0.051,0.0053,72,28,19.94,13
28-02-20,0.053,0.0068,76,24,20.75,13
28-02-20,0.059,0.011,86,23,21.25,13
28-02-20,0.052,0.0152,74,19,21.42,12
28-02-20,0.046,0.0162,78,15,21.28,12
28-02-20,0.042,0.0054,52,23,20.07,15
28-02-20,0.028,0.0034,19,10,18.94,16
28-02-20,0.025,0.0037,19,11,18.19,17
28-02-20,0.037,0.0044,30,12,17.23,21
28-02-20,0.038,0.0032,34,15,15.66,24
29-02-20,0.018,0.0031,23,18,14.89,26
29-02-20,0.007,0.0065,17,6,14.95,28
29-02-20,0.005,0.0064,31,26,13.86,39
29-02-20,0.009,0.0061,40,28,12.45,51
29-02-20,0.013,0.0058,46,13,11.2,55
29-02-20,0.009,0.0053,31,14,10.53,54
29-02-20,0.013,0.0045,27,11,10,61
29-02-20,0.006,0.0074,31,13,9.62,52
29-02-20,0.013,0.0048,34,12,9.52,59
29-02-20,0.017,0.0124,56,13,12.06,48
29-02-20,0.022,0.0122,143,36,14.23,47
29-02-20,0.034,0.007,90,45,14.89,57
29-02-20,0.041,0.006,78,24,16.6,49
29-02-20,0.051,0.007,77,31,17.82,45
29-02-20,0.057,0.0108,101,33,19.2,42
29-02-20,0.061,0.0075,81,25,20.66,38
29-02-20,0.058,0.0046,74,11,22.02,33
29-02-20,0.052,0.0035,45,10,22.07,34
29-02-20,0.045,0.0034,41,4,22.95,35
29-02-20,0.029,0.0032,32,17,22.15,37
29-02-20,0.025,0.0032,23,10,20.13,42
29-02-20,0.025,0.0031,23,17,19.63,45
29-02-20,0.024,0.0031,31,19,18.52,50
29-02-20,0,0.0048,38,24,18.63,53
01-03-20,0.016,0,,,,
01-03-20,0.018,0.0057,28,8,16.1,67
01-03-20,0.016,0.0042,28,18,15.19,72
01-03-20,0.01,0.0038,28,16,14.45,75
01-03-20,0.007,0.0037,26,19,13.59,75
01-03-20,0.011,0.0073,34,14,13.08,72
01-03-20,0.01,0.0104,58,26,12.48,71
01-03-20,0.007,0.0061,35,16,12.45,70
01-03-20,0.012,0.0051,40,18,12.6,71
01-03-20,0.026,0.0081,46,16,15.56,65
01-03-20,0.034,0.0117,55,30,18.7,53
01-03-20,0.042,0.0078,69,33,21.6,44
01-03-20,0.051,0.0063,61,4,24.29,36
01-03-20,0.06,0.0072,55,23,25.7,34
01-03-20,0.093,0.011,80,27,27.62,30
01-03-20,0.095,0.01,95,33,28.49,29
01-03-20,0.083,0.0102,92,20,29.67,26
01-03-20,0.059,0.0078,73,20,30.57,25
01-03-20,0.04,0.0044,61,,30.52,26
01-03-20,0.028,0.0059,47,21,28.93,28
01-03-20,0.019,0.0088,55,14,27.59,29
01-03-20,0.02,0.0061,46,14,25.51,34
01-03-20,0.023,0.0052,43,12,24.64,36
01-03-20,0.025,0.0044,43,10,23.96,38
02-03-20,0.023,0.0042,37,16,22.69,41
02-03-20,0.018,0.0045,21,17,21.52,44
02-03-20,0.02,0.0052,24,9,20.75,45
02-03-20,0.009,0.005,28,19,19.62,48
02-03-20,0.025,0.0306,35,24,19.04,48
02-03-20,0.026,0.0115,62,24,19.22,45
02-03-20,0.015,0.0046,28,14,18.81,44
02-03-20,0.006,0.0044,21,11,18.48,45
02-03-20,0.014,0.0039,25,17,18.79,45
02-03-20,0.02,0.0036,56,11,21.93,36
02-03-20,0.022,0.0032,46,4,26.31,26
02-03-20,0.028,0.0053,46,26,29.45,21
02-03-20,0.047,0.0069,96,13,30.76,20
02-03-20,0.061,0.0055,90,16,32.76,17
02-03-20,0.063,0.0048,75,15,33.66,15
02-03-20,0.062,0.0035,72,16,34.68,13
02-03-20,0.042,0.0055,50,14,34.22,15
02-03-20,0.047,0.0105,90,36,31.6,28
02-03-20,0.028,0.0052,104,25,30.02,31
02-03-20,0.021,0.0045,73,15,28.67,30
02-03-20,0.035,0.0043,61,15,27.48,32
02-03-20,0.038,0.0045,71,9,26.58,39
02-03-20,0.037,0.0035,45,13,25.8,42
02-03-20,0.033,0.0032,39,11,25.15,43
03-03-20,0.033,0.0038,39,6,24.34,46
03-03-20,0.031,0.0042,46,19,22.89,51
03-03-20,0.025,0.0042,38,15,21.71,56
03-03-20,0.02,0.004,36,28,21.07,58
03-03-20,0.017,0.0036,36,15,20.13,61
03-03-20,0.017,0.0037,42,9,19.47,62
03-03-20,0.009,0.0037,45,16,19.03,63
03-03-20,0.004,0.0036,46,26,18.71,63
03-03-20,0.004,0.0039,63,26,18.96,62
03-03-20,0.005,0.0041,85,18,20.33,60
03-03-20,0.009,0.0061,97,35,22.15,61
03-03-20,0.019,0.0046,165,95,21.15,73
03-03-20,0.026,0.0043,190,85,21.21,73
03-03-20,0.029,0.0042,161,67,21.62,72
03-03-20,0.026,0.0039,134,51,22.04,70
03-03-20,0.024,0.0048,125,49,22.32,69
03-03-20,0.025,0.0067,120,50,21.96,69
03-03-20,0.018,0.0065,125,37,22.03,67
03-03-20,0.02,0.0063,97,26,22.13,66
03-03-20,0.028,0.0057,86,32,22.34,66
03-03-20,0.024,0.0075,96,34,22.85,63
03-03-20,0.026,0.0059,87,30,22.66,64
03-03-20,0.023,0.005,83,29,22.3,65
03-03-20,0.027,0.0051,80,26,22.25,65
04-03-20,0.024,0.0047,79,21,22.1,66
04-03-20,0.017,0.0045,64,25,21.97,67
04-03-20,0.019,0.0042,84,37,21.35,71
04-03-20,0.013,0.004,99,29,20.49,73
04-03-20,0.011,0.0035,78,36,19.87,75
04-03-20,0.009,0.0035,86,27,19.8,76
04-03-20,0.007,0.0033,82,43,19.93,78
04-03-20,0.004,0.0035,63,35,19.92,77
04-03-20,0.017,0.0039,75,21,19.82,73
04-03-20,0.024,0.0048,96,8,21.54,52
04-03-20,0.04,0.0038,113,13,23.33,40
04-03-20,0.044,0.0029,86,,24.65,23
04-03-20,0.043,0.0028,164,5,25.76,20
04-03-20,0.042,0.0026,100,,26.52,19
04-03-20,0.042,0.0025,67,15,26.7,18
04-03-20,0.044,0.0026,157,29,27.33,16
04-03-20,0.043,0.0025,206,20,28.28,14
04-03-20,0.042,0.0028,149,12,28.35,14
04-03-20,0.036,0.003,71,6,28.22,13
04-03-20,0.025,0.0029,56,6,26.88,12
04-03-20,0.03,0.0052,55,10,25.51,13
04-03-20,0.032,0.0053,51,12,24.9,11
04-03-20,0.03,0.004,50,15,23.23,12
04-03-20,0.032,0.0036,41,8,21.77,14
05-03-20,0.033,0.004,40,11,19.82,21
05-03-20,0.038,0.0048,28,10,18.48,28
05-03-20,0.04,0.0045,35,21,17.36,32
05-03-20,0.04,0.0041,44,8,16.1,38
05-03-20,0.038,0.0042,23,7,14.92,45
05-03-20,0.034,0.0036,25,16,13.7,52
05-03-20,0.024,0.003,19,13,12.47,57
05-03-20,0.016,0.0041,22,11,11.97,60
05-03-20,0.018,0.005,27,8,11.83,61
05-03-20,0.024,0.0068,37,2,12.66,58
05-03-20,0.028,0.0059,39,11,13.36,56
05-03-20,0.035,0.006,39,14,14.89,52
05-03-20,0.045,0.0053,45,2,16.92,45
05-03-20,0.053,0.0043,47,5,18.16,41
05-03-20,0.056,0.0038,54,4,19.38,38
05-03-20,0.054,0.0038,40,5,20.63,34
05-03-20,0.049,0.004,52,12,21.47,32
05-03-20,0.039,0.0039,47,2,21.69,31
05-03-20,0.032,0.004,41,6,21.23,30
05-03-20,0.035,0.0032,39,7,20.24,31
05-03-20,0.037,0.0027,36,7,19.13,32
05-03-20,0.035,0.0032,32,8,18.16,34
05-03-20,0.041,0.0035,30,18,17.74,35
05-03-20,0.042,0.0025,29,13,17,38
06-03-20,0.045,0.0024,18,,16.58,38
06-03-20,0.046,0.0025,19,5,16.34,40
06-03-20,0.049,0.0024,12,4,16.13,41
06-03-20,0.046,0.0025,12,12,15.95,42
06-03-20,0.044,0.0025,13,,15.49,44
06-03-20,0.036,0.0024,14,6,15.28,44
06-03-20,0.017,0.0025,14,,15,45
06-03-20,0.009,0.0028,25,15,14.28,48
06-03-20,0.011,0.0029,27,3,14.45,48
06-03-20,0.017,0.0038,29,12,15.59,45
06-03-20,0.035,0.0045,58,29,16.78,42
06-03-20,0.049,0.006,78,15,17.94,37
06-03-20,0.049,0.0043,106,10,19.06,34
06-03-20,0.052,0.0036,63,4,19.86,32
06-03-20,0,0.0042,81,4,21,27
06-03-20,0,0,,,,
06-03-20,0.053,0,,,,
06-03-20,0.049,0.003,76,6,21.95,22
06-03-20,0.047,0.0026,65,6,21.9,21
06-03-20,0.048,0.0024,47,8,20.92,21
06-03-20,0.046,0.0024,33,6,20.07,19
06-03-20,0.049,0,20,9,19.81,19
06-03-20,0.05,0,21,6,19.35,22
06-03-20,0.046,0,30,19,18.42,25
07-03-20,0.04,0.0026,32,3,17.25,32
07-03-20,0.035,0.0036,41,18,15.75,41
07-03-20,0.037,0.0064,36,23,14.68,50
07-03-20,0.038,0.0058,33,3,13.89,56
07-03-20,0.036,0.0056,32,16,13.37,62
07-03-20,0.03,0.0059,30,12,12.96,67
07-03-20,0.033,0.0057,31,23,12.74,68
07-03-20,0.021,0.0039,34,11,12.51,69
07-03-20,0.021,0.0041,35,7,12.5,70
07-03-20,0.028,0.0055,47,24,12.85,72
07-03-20,0.026,0.0044,57,28,13.28,70
07-03-20,0.037,0.0051,61,14,13.57,68
07-03-20,0.041,0.0063,72,17,14.42,63
07-03-20,0.051,0.006,55,12,15.5,58
07-03-20,0.052,0.0037,58,9,17.54,49
07-03-20,0.054,0.0031,40,10,18.7,47
07-03-20,0.053,0.003,42,3,19.6,46
07-03-20,0.052,0.0029,38,6,20.47,42
07-03-20,0.051,0.0027,45,5,20.95,38
07-03-20,0.046,0.0026,30,2,20.67,33
07-03-20,0.04,0.0025,33,3,20.37,28
07-03-20,0.04,0.0026,28,12,19.71,34
07-03-20,0.043,0.0027,36,20,17.77,54
07-03-20,0.039,0.0026,47,9,16.88,61
08-03-20,0.039,0.0029,39,23,15.99,66
08-03-20,0.034,0.0028,34,28,15.47,68
08-03-20,0.027,0.0031,34,16,15.07,70
08-03-20,0.032,0.0034,35,14,14.41,73
08-03-20,0.031,0.0031,35,19,14.03,76
08-03-20,0.024,0.0031,40,23,13.86,77
08-03-20,0.016,0.0035,39,32,13.85,78
08-03-20,0.022,0.0054,47,21,14.02,78
08-03-20,0.023,0.0041,55,19,14.27,78
08-03-20,0.026,0.0036,47,13,14.83,76
08-03-20,0.028,0.0034,50,24,15.69,72
08-03-20,0.034,0.0036,43,6,17.47,66
08-03-20,0.037,0.0033,61,17,18.27,60
08-03-20,0.044,0.0037,58,22,18.45,59
08-03-20,0.044,0.0041,71,19,18.66,59
08-03-20,0.039,0.0036,55,14,19.43,56
08-03-20,0.036,0.0034,51,16,20.04,55
08-03-20,0.034,0.0036,46,7,20.28,56
08-03-20,0.034,0.0043,48,17,20.31,56
08-03-20,0.032,0.0031,53,21,20.44,56
08-03-20,0.022,0.0032,41,10,20.34,56
08-03-20,0.03,0.004,39,24,19.86,58
08-03-20,0.027,0.0035,45,11,19.63,60
08-03-20,0.025,0.0035,34,19,19.08,64
09-03-20,0.024,0.0041,23,8,18.59,66
09-03-20,0.017,0.004,35,6,18.08,69
09-03-20,0.018,0.0039,36,16,17.36,72
09-03-20,0.015,0.0037,42,4,16.94,75
09-03-20,0.013,0.0047,29,11,16.63,77
09-03-20,0.016,0.0057,37,20,16.41,78
09-03-20,0.015,0.005,36,4,16.58,78
09-03-20,0.012,0.0036,43,18,16.46,78
09-03-20,0.008,0.0032,49,5,16.62,79
09-03-20,0.01,0.0068,47,14,17.49,75
09-03-20,0.014,0.0085,101,27,18.63,71
09-03-20,0.024,0.0058,108,28,19.37,69
09-03-20,0.034,0.0051,109,33,21.46,60
09-03-20,0.04,0.0045,102,33,22.31,56
09-03-20,0.038,0.0037,112,32,21.62,57
09-03-20,0.036,0.0041,96,21,22.1,55
09-03-20,0.032,0.0051,94,20,22.52,55
09-03-20,0.021,0.0057,89,20,21.75,57
09-03-20,0.017,0.0051,74,22,21.38,58
09-03-20,0.014,0.0041,63,18,20.53,63
09-03-20,0.006,0.0032,54,30,20.19,65
09-03-20,0.005,0.0036,57,21,20.22,64
09-03-20,0.005,0.0037,57,18,20.09,65
09-03-20,0.008,0.0037,62,34,20.01,65
10-03-20,0.02,0.0038,52,17,19.9,65
10-03-20,0.019,0.0039,53,32,19.67,65
10-03-20,0.008,0.0048,58,18,19.34,66
10-03-20,0.01,0.0058,47,20,18.8,71
10-03-20,0.009,0.0051,45,28,18.14,74
10-03-20,0.009,0.0042,49,14,17.94,76
10-03-20,0.003,0.0033,47,19,17.54,80
10-03-20,0.003,0.0032,51,16,17.4,80
10-03-20,0.003,0.0056,54,19,17.72,80
10-03-20,0.004,0.0094,108,43,18.23,78
10-03-20,0.006,0.0126,142,47,19.17,75
10-03-20,0.015,0.007,136,48,19.78,72
10-03-20,0.022,0.0058,126,21,21.05,66
10-03-20,0.03,0.0057,115,31,21.88,62
10-03-20,0.029,0.0061,97,32,22.14,59
10-03-20,0.036,0.0099,93,35,22.47,59
10-03-20,0.034,0.0078,114,39,22.56,60
10-03-20,0.035,0.013,119,36,22.39,61
10-03-20,0.034,0.0138,106,27,22.25,61
10-03-20,0.021,0.0091,86,20,22.23,61
10-03-20,0.01,0.0063,76,18,21.87,60
10-03-20,0.011,0.0056,65,4,21.18,63
10-03-20,0.018,0.0055,47,3,20.99,64
10-03-20,0.013,0.0043,58,12,20.88,65
11-03-20,0.01,0.0043,47,24,20.31,68
11-03-20,0.009,0.0049,61,12,19.79,72
11-03-20,0.008,0.0054,49,23,19.24,77
11-03-20,0.01,0.0046,56,22,18.83,81
11-03-20,0.015,0.0049,61,19,18.68,83
11-03-20,0.014,0.0034,61,11,18.28,84
11-03-20,0.002,0.003,56,5,18.28,84
11-03-20,0.003,0.0031,61,18,18.09,84
11-03-20,0.005,0.0032,82,34,18.39,84
11-03-20,0.017,0.0032,95,6,19.37,81
11-03-20,0.022,0.0043,85,17,21.89,71
11-03-20,0.023,0.0051,86,26,23.27,60
11-03-20,0.029,0.0038,97,45,22.74,64
11-03-20,0.039,0.0035,105,42,22.91,64
11-03-20,0.058,0.0041,104,40,23.6,62
11-03-20,0.064,0.0049,111,47,24.82,57
11-03-20,0.048,0.005,109,39,25.75,54
11-03-20,0.037,0.0047,103,11,26.94,49
11-03-20,0.034,0.0041,70,10,27.31,47
11-03-20,0.029,0.0031,59,13,26.3,47
11-03-20,0.016,0.0028,41,11,25.83,48
11-03-20,0.024,0.0027,43,8,24.64,51
11-03-20,0.015,0.0026,36,9,24.36,51
11-03-20,0.009,0.0035,50,9,23.84,53
12-03-20,0.006,0.0049,57,21,22.52,58
12-03-20,0.007,0.005,49,7,21.58,61
12-03-20,0.009,0.0045,54,11,20.57,64
12-03-20,0.004,0.0035,44,24,20.04,67
12-03-20,0.007,0.0036,57,11,19.4,69
12-03-20,0.004,0.0037,57,15,18.72,71
12-03-20,0.002,0.0046,42,13,18.45,71
12-03-20,0.003,0.0051,63,22,18.19,71
12-03-20,0.004,0.0072,68,24,18.21,71
12-03-20,0.009,0.0108,89,38,20.02,68
12-03-20,0.018,0.0068,131,26,21.5,64
12-03-20,0.029,0.0067,110,27,22.82,60
12-03-20,0.041,0.006,111,35,24.37,54
12-03-20,0.055,0.0062,118,44,26.74,47
