Lon,Lat,Clave,Edo,Est,Tmax
-88.16,21.57,RILYC,YUC,RÌo Lagartos Yuc. SMN*,28.88666667
-103.51,24.29,SGOZC,ZAC,Santiago Zac.,12.21666667
-103.36,21.21,MORZC,ZAC,Mezquital del Oro Zac.,27.23333333
-102.85,21.36,NCTZC,ZAC,Nochistl·n Zac.,23.38709677
-103.34,21.59,VILZC,ZAC,JosÈ MarÌa Morelos Zac.,29.96774194
-103.35,21.65,EXCZC,ZAC,Miguel Alem·n Zac.,24.29032258
-102.9,21.71,PMOZC,ZAC,MoraleÒos Zac.,26.22580645
-103.31,21.77,TLLZC,ZAC,Tlaltenango Zac.,25.20967742
-103.46,21.81,ATGZC,ZAC,Atolinga Zac.,22.3137931
-102.9,22,CHIZC,ZAC,El Chique Zac.,25.68333333
-101.4,22.12,PINZC,ZAC,Pino Su·rez Zac.,20.51612903
-102.86,22.12,TAYZC,ZAC,Ing. Juli·n Adame Alatorre Zac.,23.83870968
-101.99,22.26,LORZC,ZAC,Loreto Zac.,22.69032258
-103.56,22.31,MRSZC,ZAC,Monte Escobedo Zac.,20
-101.72,22.35,VHGZC,ZAC,Villa Hidalgo Zac.,21.12258065
-102.8,22.35,PALZC,ZAC,Palomas Zac.,21.05555556
-103,22.64,JERZC,ZAC,Jerez Zac.,23.01612903
-102.04,22.67,ELSZC,ZAC,El Saladillo Zac.,20.91333333
-103.6,22.69,LFLZC,ZAC,La Florida Zac.,24.46666667
-102.51,22.75,GPEZC,ZAC,Guadalupe Zac.,20.36333333
-102.51,22.75,ZA2ZC,ZAC,Zacatecas Zac. SMN*,19.91935484
-102.58,22.76,ZACZC,ZAC,Zacatecas Zac.,18.56666667
-102.57,22.78,LBUZC,ZAC,La Bufa Zac.,15.87096774
-103.38,22.85,LOBZC,ZAC,Manuel Felgueres Zac.,21.68333333
-103.11,22.92,STRZC,ZAC,Santa Rosa Zac.,19.46774194
-102.66,23,LLBZC,ZAC,Llano Blanco Zac.,20.58064516
-102.89,23.17,FREZC,ZAC,Fresnillo Zac.,19.40322581
-103.22,23.18,LREZC,ZAC,Gobernador Leobardo Reynoso Zac.,20.31290323
-103.64,23.64,SOMZC,ZAC,Sombrerete Zac.,20.49666667
-103.1,23.69,ELCZC,ZAC,El Cazadero Zac.,21.06451613
-103.03,23.82,RGRZC,ZAC,RÌo Grande Zac.,20.45
-102.88,24.32,SFOZC,ZAC,San Francisco Zac.,26.84090909
-103.88,23.47,TCHZC,ZAC,Chalchihuites Zac.,19.20833333
-103.4,24.28,JALZC,ZAC,Juan Aldama Zac.,20.30769231
-103.5,22.33,STEZC,ZAC,Santa Teresa Zac.,21.58928571
-103.46,21.47,TGOZC,ZAC,Te˙l de Gonz·lez Ortega Zac.,23.075
-102.79,21.56,TLAZC,ZAC,Tlalchichila Zac.,21.14285714
-103.09,22.93,GJAZC,ZAC,General JoaquÌn Amaro Zac.,17.78571429
-103.11,21.4,JCHZC,ZAC,Juchipila Zac.,27.88888889
-102.25,22.44,LMOZC,ZAC,Luis Moya Zac.,21.67857143
-102.46,22.49,GRCZC,ZAC,Genaro Codina Zac.,19.51
-103.6,22.69,LAFLORIDA,ZAC,La Florida Zac. SMN*,23.06923077
-102.57,22.78,ZACATECASob,ZAC,Observatorio de Zacatecas Zac. SMN*,14.21904762
-102.27,22.58,OCAZC,ZAC,Ojo Caliente Zac.,14.57272727
