#CE_2020,,,,,
#Local Datetime (mm,dd,yyyy HH,mm),O3 (ppb),PM10 (µg,m3),PM2.5 (µg,m3),Temperature
17,05,20,4,00,0.019,NaN,17.09,20.34,68
17,05,20,5,00,0.017,NaN,17.99,21.82,58
17,05,20,6,00,0.027,NaN,18.2,23.57,54
17,05,20,7,00,0.046,NaN,15.28,25.58,49
17,05,20,8,00,0.054,NaN,14.25,26.93,44
17,05,20,9,00,0.064,NaN,13.49,28.76,38
17,05,20,10,00,0.073,NaN,14.33,29.58,39
17,05,20,11,00,0.075,NaN,13.86,30.43,39
17,05,20,12,00,0.087,NaN,15.23,31.1,38
17,05,20,13,00,0.075,NaN,13.17,31.44,35
17,05,20,14,00,0.072,NaN,12.62,31.96,35
17,05,20,15,00,0.07,NaN,13.81,32.04,34
17,05,20,16,00,0.066,NaN,13.67,31.88,34
17,05,20,17,00,0.06,NaN,12.02,30.24,41
17,05,20,18,00,0.06,NaN,11.53,29.2,45
17,05,20,19,00,0.059,NaN,11.33,28.3,50
17,05,20,20,00,0.056,NaN,8.99,25.64,58
17,05,20,21,00,0.052,NaN,9.83,26.12,55
17,05,20,22,00,0.04,NaN,13.37,24.96,60
17,05,20,23,00,0.036,NaN,12.94,23.81,64
18,05,20,0,00,0.03,NaN,13.46,23.17,66
18,05,20,1,00,0.027,NaN,13.6,22.93,67
18,05,20,2,00,0.026,NaN,12.59,22.33,69
18,05,20,3,00,0.023,NaN,13.05,21.95,70
18,05,20,4,00,0.011,NaN,17.73,21.54,74
18,05,20,5,00,0.012,NaN,20.5,21.98,72
18,05,20,6,00,0.022,NaN,21.45,23.27,67
18,05,20,7,00,0.033,NaN,22.21,24.75,62
18,05,20,8,00,0.046,NaN,22.97,26.37,55
18,05,20,9,00,0.064,NaN,19.44,28.02,47
18,05,20,10,00,0.077,NaN,18.28,29.31,42
18,05,20,11,00,0.094,NaN,15.47,30.35,39
18,05,20,12,00,0.088,NaN,13.13,31.61,38
18,05,20,13,00,0.067,NaN,9.3,33.19,30
18,05,20,14,00,0.066,NaN,9.03,33.63,28
18,05,20,15,00,0.063,NaN,9.28,33.92,27
18,05,20,16,00,0.063,NaN,8.97,33.86,26
18,05,20,17,00,0.06,NaN,8.29,33.03,25
18,05,20,18,00,0.057,NaN,9.17,31.8,30
18,05,20,19,00,0.056,NaN,9.21,30.93,32
18,05,20,20,00,0.05,NaN,10.11,30.42,33
18,05,20,21,00,0.043,NaN,12.02,28.91,45
18,05,20,22,00,0.036,NaN,12.25,26.96,56
18,05,20,23,00,0.033,NaN,13.75,26,60
19,05,20,0,00,0.032,NaN,13.75,24.84,66
19,05,20,1,00,0.025,NaN,14.46,24.15,69
19,05,20,2,00,0.022,NaN,15.27,23.52,71
19,05,20,3,00,0.02,NaN,15.76,22.92,74
19,05,20,4,00,0.013,NaN,17.67,22.66,75
19,05,20,5,00,0.013,NaN,17.66,23.36,73
19,05,20,6,00,0.02,NaN,18.38,24.63,68
19,05,20,7,00,0.029,NaN,20.51,25.54,64
19,05,20,8,00,0.046,NaN,22.51,27.48,58
19,05,20,9,00,0.061,NaN,24.11,28.61,55
19,05,20,10,00,0.087,NaN,23.79,30.16,46
19,05,20,11,00,0.124,NaN,24.38,31.38,42
19,05,20,12,00,0.138,NaN,25.54,32.29,41
19,05,20,13,00,0.126,NaN,22.76,33.45,39
19,05,20,14,00,0.11,NaN,19.3,34.57,35
19,05,20,15,00,0.09,NaN,13.53,34.63,26
19,05,20,16,00,0.072,NaN,9.5,34.33,21
19,05,20,17,00,0.057,NaN,10.81,32.82,26
19,05,20,18,00,0.056,NaN,11.57,32.3,27
19,05,20,19,00,0.06,NaN,14.33,30.79,30
19,05,20,20,00,0.042,NaN,15.09,30.85,31
19,05,20,21,00,0.043,NaN,19.37,29.83,38
19,05,20,22,00,0.046,NaN,18.35,29.1,47
19,05,20,23,00,0.042,NaN,19.33,28.1,52
20,05,20,0,00,0.038,NaN,22.11,27.15,58
20,05,20,1,00,0.032,NaN,37.2,26.17,59
20,05,20,2,00,0.035,NaN,46.36,25.26,60
20,05,20,3,00,0.03,NaN,30.59,24.96,64
20,05,20,4,00,0.022,NaN,23.87,25.01,65
20,05,20,5,00,0.013,NaN,24.25,24.53,70
20,05,20,6,00,0.017,NaN,26.32,24.57,71
20,05,20,7,00,0.02,NaN,28.34,25.61,67
20,05,20,8,00,0.036,NaN,31.84,27.25,61
20,05,20,9,00,0.065,NaN,33.36,28.29,58
20,05,20,10,00,0.084,NaN,31.82,29.52,54
20,05,20,11,00,0.089,NaN,28.68,30.6,49
20,05,20,12,00,0.082,NaN,26.99,31.46,48
20,05,20,13,00,0.08,NaN,25.47,32.55,42
20,05,20,14,00,0.079,NaN,26.95,33.07,43
20,05,20,15,00,0.069,NaN,24.28,33.26,41
20,05,20,16,00,0.069,NaN,21.21,33,40
20,05,20,17,00,0.061,NaN,19.15,32.08,39
20,05,20,18,00,0.054,NaN,17.39,31.2,39
20,05,20,19,00,0.048,NaN,20.27,29.91,50
20,05,20,20,00,0.047,NaN,20.32,29.57,51
20,05,20,21,00,0.039,NaN,26.69,28.73,57
20,05,20,22,00,0.039,NaN,27.69,27.88,62
20,05,20,23,00,0.036,NaN,29,27.37,63
21,05,20,0,00,0.03,NaN,31.83,26.34,69
21,05,20,1,00,0.026,NaN,33.06,25.64,72
21,05,20,2,00,0.033,NaN,33.34,24.74,76
21,05,20,3,00,0.033,NaN,31.64,24.3,78
21,05,20,4,00,0.028,NaN,35.23,24.27,78
21,05,20,5,00,0.026,NaN,34.33,24.03,80
21,05,20,6,00,0.027,NaN,31.78,23.8,82
21,05,20,7,00,0.028,NaN,34.42,23.63,83
21,05,20,8,00,0.032,NaN,38.18,23.7,84
21,05,20,9,00,0.034,NaN,34.85,24.99,78
21,05,20,10,00,0.047,NaN,36.01,27.44,63
21,05,20,11,00,0.05,NaN,29.73,28.56,57
21,05,20,12,00,0.049,NaN,23.41,29.71,53
21,05,20,13,00,0.045,NaN,26.43,28.86,57
21,05,20,14,00,0.046,NaN,28.22,28.78,58
21,05,20,15,00,0.047,NaN,29.5,29.48,55
21,05,20,16,00,0.047,NaN,35,29.33,56
21,05,20,17,00,0.047,NaN,35.62,28.07,60
21,05,20,18,00,0.046,NaN,28.95,27.28,62
21,05,20,19,00,0.047,NaN,22.97,26.88,61
21,05,20,20,00,0.045,NaN,22.87,26.7,63
21,05,20,21,00,0.045,NaN,23.37,26.32,64
21,05,20,22,00,0.04,NaN,22.85,25.73,66
21,05,20,23,00,0.037,NaN,23.09,25.34,66
22,05,20,0,00,0.034,NaN,NaN,24.76,69
22,05,20,1,00,0.029,NaN,NaN,22.98,74
22,05,20,2,00,0.02,NaN,24.67,22.75,75
22,05,20,3,00,0.023,NaN,24.23,22.17,74
22,05,20,4,00,0.016,NaN,26.88,22.04,75
22,05,20,5,00,0.016,NaN,23.56,22.83,72
22,05,20,6,00,0.023,NaN,21.1,23.63,69
22,05,20,7,00,0.034,NaN,21.04,24.54,66
22,05,20,8,00,0.048,NaN,21.87,25.81,62
22,05,20,9,00,0.062,NaN,23.69,27.21,58
22,05,20,10,00,0.084,NaN,23.73,27.96,53
22,05,20,11,00,0.082,NaN,25.78,29.28,47
22,05,20,12,00,0.077,NaN,22.49,30.47,43
22,05,20,13,00,0.093,NaN,24.5,31.35,43
22,05,20,14,00,0.14,NaN,26.93,31.82,43
22,05,20,15,00,0.091,NaN,20.77,31.98,38
22,05,20,16,00,0.065,NaN,17.89,31.02,41
22,05,20,17,00,0.068,NaN,NaN,30.41,41
22,05,20,18,00,0.054,NaN,22.99,29.85,43
22,05,20,19,00,0.058,NaN,25.08,29.62,41
22,05,20,20,00,0.05,NaN,15.33,29.36,40
22,05,20,21,00,0.058,NaN,15.82,28.96,42
22,05,20,22,00,0.051,NaN,18.87,28.05,50
22,05,20,23,00,0.043,NaN,17.34,26.71,58
23,05,20,0,00,0.047,NaN,17.36,25.86,61
23,05,20,1,00,0.045,NaN,16.57,24.66,65
23,05,20,2,00,0.041,NaN,16.52,24.15,67
23,05,20,3,00,0.035,NaN,16.26,23.15,74
23,05,20,4,00,0.027,NaN,18.39,22.62,79
23,05,20,5,00,0.028,NaN,18.74,23.05,76
23,05,20,6,00,0.032,NaN,19.88,23.86,70
23,05,20,7,00,0.041,NaN,16.61,24.69,66
23,05,20,8,00,0.042,NaN,18.48,26.17,62
23,05,20,9,00,0.047,NaN,21.84,26.86,60
23,05,20,10,00,0.054,NaN,16.89,28.2,52
23,05,20,11,00,0.053,NaN,15.69,29.17,48
23,05,20,12,00,0.055,NaN,16.34,30.63,44
23,05,20,13,00,0.058,NaN,17.44,30.65,45
23,05,20,14,00,0.062,NaN,NaN,31.03,44
23,05,20,15,00,0.058,NaN,17.5,31.09,42
23,05,20,16,00,0.056,NaN,16.65,30.62,42
23,05,20,17,00,0.055,NaN,15.17,30.51,42
23,05,20,18,00,0.053,NaN,17.19,30.09,43
23,05,20,19,00,0.054,NaN,15.98,28.24,54
23,05,20,20,00,0.057,NaN,13.09,27.91,51
23,05,20,21,00,0.059,NaN,11.43,26.63,53
23,05,20,22,00,0.055,NaN,11.74,25.85,57
23,05,20,23,00,0.048,NaN,11.38,25.03,66
24,05,20,0,00,0.044,NaN,12.88,24.45,71
24,05,20,1,00,0.04,NaN,14.93,23.86,76
24,05,20,2,00,0.039,NaN,11.9,23.42,78
24,05,20,3,00,0.044,NaN,11.78,22.88,76
24,05,20,4,00,0.041,NaN,NaN,23.02,78
24,05,20,5,00,0.031,NaN,NaN,22.84,82
24,05,20,6,00,0.039,NaN,NaN,23.64,76
24,05,20,7,00,0.051,NaN,NaN,25.07,66
24,05,20,8,00,0.052,NaN,15.9,26.46,62
24,05,20,9,00,0.055,NaN,14.65,27.85,55
24,05,20,10,00,0.06,NaN,NaN,29.14,51
24,05,20,11,00,0.067,NaN,NaN,29.82,49
24,05,20,12,00,0.062,NaN,16.32,31.22,45
24,05,20,13,00,0.057,NaN,15.83,30.61,46
24,05,20,14,00,0.055,NaN,16.96,27.96,55
24,05,20,15,00,0.052,NaN,18.84,26.9,61
24,05,20,16,00,0.046,NaN,18.59,27.45,57
24,05,20,17,00,0.042,NaN,20.65,27.73,56
24,05,20,18,00,0.048,NaN,18.41,26.3,58
24,05,20,19,00,0.056,NaN,13.52,25.37,55
24,05,20,20,00,0.046,NaN,13.13,24.68,58
24,05,20,21,00,0.041,NaN,10.85,23.14,63
24,05,20,22,00,0.049,NaN,8.72,23.86,55
24,05,20,23,00,0.054,NaN,8.35,24.16,52
25,05,20,0,00,0.048,NaN,9.95,22.77,61
25,05,20,1,00,0.039,NaN,11.99,21.62,70
25,05,20,2,00,0.032,NaN,15.39,21.24,75
25,05,20,3,00,0.033,NaN,15.78,21.03,76
25,05,20,4,00,0.045,NaN,11.87,21.77,67
25,05,20,5,00,0.04,NaN,13.37,22.12,69
25,05,20,6,00,0.029,NaN,17.36,22.78,74
25,05,20,7,00,0.034,NaN,18.67,23.96,70
25,05,20,8,00,0.037,NaN,23.76,25.17,67
25,05,20,9,00,0.049,NaN,24.07,25.97,65
25,05,20,10,00,0.061,NaN,21.14,26.45,63
25,05,20,11,00,0.067,NaN,19.17,27.81,58
25,05,20,12,00,0.061,NaN,17.37,28.84,53
25,05,20,13,00,0.056,NaN,17.14,29.5,50
25,05,20,14,00,0.056,NaN,20.66,30.38,48
25,05,20,15,00,0.057,NaN,21.93,31.02,45
25,05,20,16,00,0.054,NaN,21.64,30.73,42
25,05,20,17,00,0.052,NaN,21.52,30.51,44
25,05,20,18,00,0.048,NaN,22.25,29.36,50
25,05,20,19,00,0.046,NaN,15.03,26.32,59
25,05,20,20,00,0.045,NaN,13.86,25.63,64
25,05,20,21,00,0.045,NaN,NaN,25.21,62
25,05,20,22,00,0.037,NaN,14.34,23.91,71
25,05,20,23,00,0.037,NaN,14.65,23.79,69
26,05,20,0,00,0.04,NaN,12.22,23.03,71
26,05,20,1,00,0.042,NaN,10.47,22.74,70
26,05,20,2,00,0.041,NaN,7.14,22.17,68
26,05,20,3,00,0.044,NaN,7.05,22.3,68
26,05,20,4,00,0.044,NaN,6.01,22.33,69
26,05,20,5,00,0.038,NaN,4.95,21.77,73
26,05,20,6,00,0.033,NaN,5.94,20.4,83
26,05,20,7,00,0.033,NaN,NaN,19.91,86
26,05,20,8,00,0.028,NaN,8.1,20.07,88
26,05,20,9,00,0.048,NaN,4.83,20.59,87
26,05,20,10,00,0.052,NaN,4.72,22.48,79
26,05,20,11,00,0.044,NaN,6.39,22.3,76
26,05,20,12,00,0.051,NaN,NaN,23.28,73
26,05,20,13,00,0.059,NaN,11.69,24.7,66
26,05,20,14,00,0.068,NaN,12.32,25.61,61
26,05,20,15,00,0.062,NaN,12.29,26.63,56
26,05,20,16,00,0.069,NaN,10.55,26.73,56
26,05,20,17,00,0.062,NaN,9.58,26.12,58
26,05,20,18,00,0.049,NaN,13.94,24.75,67
26,05,20,19,00,0.05,NaN,13.56,23.7,70
26,05,20,20,00,0.053,NaN,NaN,23.61,69
26,05,20,21,00,0.048,NaN,NaN,23.7,68
26,05,20,22,00,0.043,NaN,NaN,23.41,69
26,05,20,23,00,0.045,NaN,NaN,23.12,69
27,05,20,0,00,0.048,NaN,NaN,22.79,70
27,05,20,1,00,0.046,NaN,NaN,22.47,71
27,05,20,2,00,0.048,NaN,NaN,22.34,71
27,05,20,3,00,0.043,NaN,NaN,21.93,73
27,05,20,4,00,0.027,NaN,NaN,21.36,76
27,05,20,5,00,0.016,NaN,NaN,21.56,77
27,05,20,6,00,0.026,NaN,NaN,23.22,70
27,05,20,7,00,0.03,NaN,NaN,24.19,67
27,05,20,8,00,0.04,NaN,NaN,25.15,63
27,05,20,9,00,0.064,NaN,NaN,26.63,58
27,05,20,10,00,0.06,NaN,NaN,27.98,54
27,05,20,11,00,0.053,NaN,NaN,28.93,50
27,05,20,12,00,0.056,NaN,NaN,29.52,48
27,05,20,13,00,0.056,NaN,NaN,30.24,44
27,05,20,14,00,0.053,NaN,NaN,30.85,42
27,05,20,15,00,0.052,NaN,NaN,30.49,44
27,05,20,16,00,0.049,NaN,NaN,30.2,47
27,05,20,17,00,0.046,NaN,NaN,29.18,51
27,05,20,18,00,0.041,NaN,NaN,27.17,57
27,05,20,19,00,0.038,NaN,NaN,26.56,60
27,05,20,21,00,0.032,NaN,NaN,25.83,63
27,05,20,22,00,0.03,NaN,NaN,25.54,64
27,05,20,23,00,0.02,NaN,NaN,24.98,68
28,05,20,0,00,0.017,NaN,NaN,24.89,69
28,05,20,1,00,0.02,NaN,NaN,24.5,71
28,05,20,2,00,0.024,NaN,NaN,23.5,74
28,05,20,3,00,0.028,NaN,NaN,23.09,77
28,05,20,4,00,0.027,NaN,NaN,23.04,78
28,05,20,5,00,0.022,NaN,NaN,23.47,74
28,05,20,6,00,0.017,NaN,NaN,23.48,76
28,05,20,7,00,0.024,NaN,NaN,23.31,78
28,05,20,8,00,0.036,NaN,NaN,24.4,72
28,05,20,9,00,0.047,NaN,NaN,26.13,62
28,05,20,10,00,0.049,NaN,NaN,26.77,58
28,05,20,11,00,0.054,NaN,NaN,28.74,51
28,05,20,12,00,0.061,NaN,NaN,31.49,39
28,05,20,13,00,0.061,NaN,NaN,32.98,33
28,05,20,14,00,0.059,NaN,NaN,33.37,32
28,05,20,15,00,0.053,NaN,NaN,32.87,29
28,05,20,16,00,0.055,NaN,NaN,32.86,27
28,05,20,17,00,0.05,NaN,NaN,31.69,29
28,05,20,18,00,0.047,NaN,NaN,31.04,29
28,05,20,19,00,0.043,NaN,NaN,29.93,31
28,05,20,20,00,0.034,NaN,NaN,28.34,37
28,05,20,21,00,0.025,NaN,NaN,28.28,38
28,05,20,22,00,0.049,NaN,NaN,25.86,50
28,05,20,23,00,0.052,NaN,NaN,19.82,77
29,05,20,0,00,0.046,NaN,NaN,19.62,81
29,05,20,1,00,0.042,NaN,NaN,19.8,78
29,05,20,2,00,0.03,NaN,NaN,20.46,80
29,05,20,3,00,0.02,NaN,NaN,19.96,83
29,05,20,4,00,0.017,NaN,NaN,19.85,83
29,05,20,5,00,0.016,NaN,NaN,20.66,77
29,05,20,6,00,0.018,NaN,NaN,22.73,65
29,05,20,7,00,0.03,NaN,NaN,24.34,55
29,05,20,8,00,0.043,NaN,NaN,25.61,49
29,05,20,9,00,0.051,NaN,NaN,26.05,49
29,05,20,10,00,0.059,NaN,NaN,26.38,46
29,05,20,11,00,0.069,NaN,NaN,27.49,41
29,05,20,12,00,0.066,NaN,NaN,27.22,42
29,05,20,13,00,0.061,NaN,NaN,27,43
29,05,20,14,00,0.06,NaN,NaN,26.55,48
29,05,20,15,00,0.062,NaN,NaN,27.51,43
29,05,20,16,00,0.058,NaN,NaN,27.47,42
29,05,20,17,00,0.054,NaN,NaN,26.65,44
29,05,20,18,00,0.054,NaN,NaN,25.41,49
29,05,20,19,00,0.052,NaN,NaN,24.54,51
29,05,20,20,00,0.05,NaN,NaN,23.75,55
29,05,20,21,00,0.05,NaN,NaN,23.34,54
29,05,20,22,00,0.051,NaN,NaN,23.18,53
29,05,20,23,00,0.05,NaN,NaN,22.86,54
30,05,20,0,00,0.045,NaN,NaN,22.66,55
30,05,20,1,00,0.041,NaN,NaN,22.17,58
30,05,20,2,00,0.031,NaN,NaN,22.36,61
30,05,20,3,00,0.026,NaN,NaN,22.09,63
30,05,20,4,00,0.022,NaN,NaN,21.61,64
30,05,20,5,00,0.018,NaN,NaN,21.54,65
30,05,20,6,00,0.027,NaN,NaN,23.16,59
30,05,20,7,00,0.039,NaN,NaN,23.59,56
30,05,20,8,00,0.046,NaN,NaN,21.95,66
30,05,20,9,00,0.064,NaN,NaN,22.07,63
30,05,20,10,00,0.071,NaN,NaN,24.05,53
30,05,20,11,00,0.052,NaN,NaN,24.87,52
30,05,20,12,00,0.076,NaN,NaN,26.62,45
30,05,20,13,00,0.088,NaN,NaN,27.2,39
30,05,20,14,00,0.065,NaN,NaN,26.87,40
30,05,20,15,00,0.057,NaN,NaN,25.91,41
30,05,20,16,00,0.056,NaN,NaN,25.94,42
30,05,20,17,00,0.048,NaN,NaN,26.07,40
30,05,20,18,00,0.05,NaN,NaN,25.2,48
30,05,20,19,00,0.042,NaN,NaN,24.36,51
30,05,20,20,00,0.044,NaN,NaN,23.95,56
30,05,20,21,00,0.061,NaN,NaN,23.45,59
30,05,20,22,00,0.061,NaN,NaN,22.76,64
30,05,20,23,00,0.055,NaN,NaN,22.51,64
31,05,20,0,00,0.045,NaN,NaN,21.88,67
31,05,20,1,00,0.046,NaN,NaN,21.61,69
31,05,20,2,00,0.039,NaN,NaN,21.03,75
31,05,20,3,00,0.037,NaN,NaN,20.84,75
31,05,20,4,00,0.028,NaN,NaN,20.92,77
31,05,20,5,00,0.029,NaN,NaN,20.96,75
31,05,20,6,00,0.023,NaN,NaN,21.19,77
31,05,20,7,00,0.029,NaN,NaN,22.35,75
31,05,20,8,00,0.052,NaN,NaN,24.49,60
31,05,20,9,00,0.064,NaN,NaN,25.25,52
31,05,20,10,00,0.065,NaN,NaN,25.58,51
31,05,20,11,00,0.071,NaN,NaN,26.22,50
31,05,20,12,00,0.08,NaN,NaN,27.35,46
31,05,20,13,00,0.085,NaN,NaN,27.65,44
31,05,20,14,00,0.077,NaN,NaN,27.38,47
31,05,20,15,00,0.072,NaN,NaN,27.44,47
31,05,20,16,00,0.067,NaN,NaN,28,44
31,05,20,17,00,0.048,NaN,NaN,25.42,59
31,05,20,18,00,0.042,NaN,NaN,21.12,82
31,05,20,19,00,0.042,NaN,NaN,20.42,83
31,05,20,20,00,0.042,NaN,NaN,19.32,88
31,05,20,21,00,0.041,NaN,NaN,19.4,88
31,05,20,22,00,NaN,NaN,NaN,NaN,NaN
31,05,20,23,00,0.036,NaN,NaN,20.09,85
01,06,20,0,00,0.037,NaN,NaN,20.06,83
01,06,20,1,00,0.031,NaN,NaN,19.97,83
01,06,20,2,00,0.028,NaN,NaN,19.56,84
01,06,20,3,00,0.026,NaN,NaN,19.54,83
01,06,20,4,00,0.016,NaN,NaN,19.45,84
01,06,20,5,00,0.015,NaN,NaN,19.72,83
01,06,20,6,00,0.023,NaN,NaN,21.65,77
01,06,20,7,00,0.018,NaN,NaN,22.19,75
01,06,20,8,00,0.031,NaN,NaN,23.41,69
01,06,20,9,00,0.044,NaN,11.8,24.79,62
01,06,20,10,00,0.056,NaN,11.6,25.77,57
01,06,20,11,00,0.065,NaN,10.04,26.56,54
01,06,20,12,00,0.075,NaN,10.99,27.52,51
01,06,20,13,00,0.068,NaN,11.4,27.59,51
01,06,20,14,00,0.058,NaN,12.46,27.38,54
01,06,20,15,00,0.057,NaN,12.79,27.75,51
01,06,20,16,00,0.051,NaN,13.2,26.88,54
01,06,20,17,00,0.049,NaN,11.45,26.89,54
01,06,20,18,00,0.036,NaN,8.69,25.09,64
01,06,20,19,00,0.03,NaN,4.44,22.64,79
01,06,20,20,00,0.027,NaN,4.44,22.02,84
01,06,20,21,00,0.031,NaN,3.92,21.8,82
01,06,20,22,00,0.032,NaN,NaN,21.93,78
01,06,20,23,00,0.034,NaN,NaN,21.89,77
02,06,20,0,00,0.024,NaN,4.35,21.43,82
02,06,20,1,00,0.025,NaN,7.78,20.84,85
02,06,20,2,00,0.023,NaN,NaN,20.85,86
02,06,20,3,00,0.024,NaN,9.87,21.06,85
02,06,20,4,00,0.019,NaN,10.32,21.03,84
02,06,20,5,00,0.015,NaN,11.04,21.24,83
02,06,20,6,00,0.016,NaN,11,22.19,79
02,06,20,7,00,0.018,NaN,10.99,22.03,78
02,06,20,8,00,0.027,NaN,10.77,22.82,73
02,06,20,9,00,0.034,NaN,11.91,23.71,69
02,06,20,10,00,0.044,NaN,13.81,25,64
02,06,20,11,00,0.047,NaN,9.84,26.28,60
02,06,20,12,00,0.042,NaN,7.71,26.39,59
02,06,20,13,00,0.039,NaN,5.5,27.21,57
02,06,20,14,00,0.036,NaN,4.6,27.9,53
02,06,20,15,00,0.035,NaN,4.36,27.94,52
02,06,20,16,00,0.035,NaN,4.54,28.16,52
02,06,20,17,00,0.035,NaN,4.57,27.51,54
02,06,20,18,00,0.034,NaN,5.05,26.33,59
02,06,20,19,00,0.031,NaN,4.99,25.69,61
02,06,20,20,00,0.026,NaN,5.39,25.07,67
02,06,20,21,00,0.025,NaN,4.8,24.27,72
02,06,20,22,00,0.025,NaN,NaN,24.14,73
02,06,20,23,00,0.025,NaN,NaN,23.92,74
03,06,20,0,00,0.023,NaN,NaN,23.52,76
03,06,20,1,00,0.014,NaN,NaN,22.71,80
03,06,20,2,00,0.016,NaN,NaN,22.16,84
03,06,20,3,00,0.012,NaN,NaN,22.15,84
03,06,20,4,00,0.008,NaN,15.89,22.15,84
03,06,20,5,00,0.009,NaN,16.66,22.25,84
03,06,20,6,00,0.008,NaN,20.15,22.96,81
03,06,20,7,00,0.014,NaN,21.11,23.98,75
03,06,20,8,00,0.017,NaN,21.04,24.81,70
03,06,20,9,00,0.031,NaN,16.87,25.54,67
03,06,20,10,00,0.04,NaN,12.57,26.9,61
03,06,20,11,00,0.052,NaN,12.03,28.26,55
03,06,20,12,00,0.056,NaN,9.69,29,52
03,06,20,13,00,0.043,NaN,7.12,29.64,50
03,06,20,14,00,0.042,NaN,NaN,29.49,50
03,06,20,15,00,0.042,NaN,NaN,30.09,48
03,06,20,16,00,0.046,NaN,5.54,30.2,48
03,06,20,17,00,0.041,NaN,5.48,29.35,50
03,06,20,18,00,0.044,NaN,5.93,28.26,53
03,06,20,19,00,0.038,NaN,5.78,27.82,55
03,06,20,20,00,0.038,NaN,6.58,27.35,57
03,06,20,21,00,0.04,NaN,6.81,26.17,65
03,06,20,22,00,0.035,NaN,NaN,25.38,69
03,06,20,23,00,0.033,NaN,7.41,24.84,71
04,06,20,0,00,0.053,NaN,7.37,24.33,73
04,06,20,1,00,0.045,NaN,NaN,23.3,78
04,06,20,2,00,0.035,NaN,NaN,22.82,80
04,06,20,3,00,0.038,NaN,13.92,22.77,81
04,06,20,4,00,0.035,NaN,13.5,22.93,80
04,06,20,5,00,0.054,NaN,15.83,22.82,81
04,06,20,6,00,0.038,NaN,18.47,23.46,78
04,06,20,7,00,0.045,NaN,19.17,24.83,72
04,06,20,8,00,0.043,NaN,20.44,26.55,64
04,06,20,9,00,0.055,NaN,22.53,27.66,59
04,06,20,10,00,0.074,NaN,20.35,28.81,54
04,06,20,11,00,0.064,NaN,14.01,29.78,51
04,06,20,12,00,0.046,NaN,9.46,30.39,49
04,06,20,13,00,0.042,NaN,7.77,31.25,45
04,06,20,14,00,0.038,NaN,6.79,31.08,45
04,06,20,15,00,0.038,NaN,6.42,31.7,42
04,06,20,16,00,0.037,NaN,NaN,31.18,44
04,06,20,17,00,0.034,NaN,6.09,30.37,46
04,06,20,18,00,0.031,NaN,6.21,29.35,49
04,06,20,19,00,0.025,NaN,7.92,28.68,53
04,06,20,20,00,0.024,NaN,9.31,27.36,62
04,06,20,21,00,0.024,NaN,9.44,26.09,67
04,06,20,22,00,0.023,NaN,7.69,25.35,71
04,06,20,23,00,0.022,NaN,7.96,24.93,72
05,06,20,0,00,0.02,NaN,8.28,24.71,73
05,06,20,1,00,0.018,NaN,NaN,24.28,75
05,06,20,2,00,0.017,NaN,NaN,23.79,77
05,06,20,3,00,0.012,NaN,11.46,23.09,81
05,06,20,4,00,0.008,NaN,13.13,22.76,82
05,06,20,5,00,0.007,NaN,18.35,23.01,81
05,06,20,6,00,0.009,NaN,19.67,23.62,78
05,06,20,7,00,0.011,NaN,18.54,24.15,75
05,06,20,8,00,0.019,NaN,17.9,25.42,69
05,06,20,9,00,0.03,NaN,19.05,27,62
05,06,20,10,00,0.04,NaN,15.05,27.65,60
05,06,20,11,00,0.042,NaN,12.43,28.55,57
05,06,20,12,00,0.037,NaN,10.24,29.44,52
05,06,20,13,00,0.034,NaN,7.67,30.32,46
05,06,20,14,00,0.035,NaN,7.9,31.25,43
05,06,20,15,00,0.036,NaN,8.4,31.18,45
05,06,20,16,00,0.03,NaN,8.16,30.87,45
05,06,20,17,00,0.026,NaN,8.05,29.94,48
05,06,20,18,00,0.029,NaN,8.85,29.27,52
05,06,20,19,00,0.026,NaN,8.74,28.9,52
05,06,20,20,00,0.025,NaN,7.55,28.18,54
05,06,20,21,00,0.023,NaN,7.65,26.51,63
05,06,20,22,00,0.02,NaN,7.46,25.08,70
05,06,20,23,00,0.019,NaN,7.9,24.88,72
06,06,20,0,00,0.017,NaN,NaN,24.51,72
06,06,20,1,00,0.016,NaN,9.31,24.01,75
06,06,20,2,00,0.01,NaN,14.05,23.52,77
06,06,20,3,00,0.011,NaN,10.27,23.18,79
06,06,20,4,00,0.009,NaN,10.96,22.68,81
06,06,20,5,00,0.008,NaN,12.19,22.8,81
06,06,20,6,00,0.011,NaN,12.24,23.97,77
06,06,20,7,00,0.018,NaN,11.45,25.83,66
06,06,20,8,00,0.029,NaN,11,27.18,58
06,06,20,9,00,0.043,NaN,10.65,28.78,51
06,06,20,10,00,0.053,NaN,10.82,29.47,46
06,06,20,11,00,0.059,NaN,10.74,30.47,43
06,06,20,12,00,0.061,NaN,11.15,31.36,38
06,06,20,13,00,0.067,NaN,12.82,32.05,36
06,06,20,14,00,0.061,NaN,14.53,32.19,36
06,06,20,15,00,0.048,NaN,10.66,32.56,33
06,06,20,16,00,0.043,NaN,7.28,32.32,32
06,06,20,17,00,0.041,NaN,6.71,31.4,34
06,06,20,18,00,0.038,NaN,6.42,30.25,37
06,06,20,19,00,0.036,NaN,7.09,29.25,41
06,06,20,20,00,0.034,NaN,7.84,28.64,44
06,06,20,21,00,0.035,NaN,6.45,28.03,46
06,06,20,22,00,0.036,NaN,5.35,27.49,49
