#CE_2020,,,,,
#Local Datetime (mm,dd,yyyy HH,mm),O3 (ppb),PM10 (µg,m3),PM2.5 (µg,m3),Temperature
05,04,20,18,00,0.024,NaN,NaN,16.85,86
05,04,20,19,00,0.026,NaN,NaN,16.58,87
05,04,20,20,00,0.03,NaN,NaN,16.57,87
05,04,20,21,00,0.03,NaN,NaN,16.57,87
05,04,20,22,00,0.022,NaN,NaN,16.5,88
05,04,20,23,00,0.023,NaN,NaN,16.43,89
06,04,20,0,00,0.02,NaN,NaN,16.6,88
06,04,20,1,00,0.018,NaN,NaN,16.43,88
06,04,20,2,00,0.014,NaN,NaN,16.53,88
06,04,20,3,00,0.018,NaN,NaN,16.51,88
06,04,20,4,00,0.02,NaN,NaN,16.5,89
06,04,20,5,00,0.011,NaN,NaN,16.56,89
06,04,20,6,00,0.013,NaN,NaN,16.66,89
06,04,20,7,00,0.009,NaN,NaN,16.9,90
06,04,20,8,00,0.009,NaN,NaN,17.31,90
06,04,20,9,00,0.015,NaN,NaN,18.11,88
06,04,20,10,00,0.021,NaN,NaN,20.09,80
06,04,20,11,00,0.031,NaN,53.29,22.34,68
06,04,20,12,00,0.034,NaN,47.95,21.73,69
06,04,20,13,00,0.045,NaN,47.72,21.81,69
06,04,20,14,00,0.056,NaN,48.16,22.26,67
06,04,20,15,00,0.051,NaN,47.93,22.39,68
06,04,20,16,00,0.059,NaN,43.81,22.42,68
06,04,20,17,00,0.051,NaN,NaN,22.16,69
06,04,20,18,00,0.041,NaN,NaN,21.74,72
06,04,20,19,00,0.034,NaN,NaN,21.49,74
06,04,20,20,00,0.031,NaN,NaN,21.24,75
06,04,20,21,00,0.025,NaN,31.16,20.54,81
06,04,20,22,00,0.029,NaN,NaN,20.56,81
06,04,20,23,00,0.031,NaN,NaN,20.67,80
07,04,20,0,00,0.031,NaN,NaN,20.54,81
07,04,20,1,00,0.027,NaN,NaN,20.31,83
07,04,20,2,00,0.023,NaN,NaN,19.95,85
07,04,20,3,00,0.02,NaN,30.59,19.78,87
07,04,20,4,00,0.024,NaN,NaN,19.73,89
07,04,20,5,00,0.024,NaN,NaN,19.7,89
07,04,20,6,00,0.013,NaN,NaN,19.73,89
07,04,20,7,00,0.009,NaN,NaN,19.92,90
07,04,20,8,00,0.007,NaN,NaN,20.24,89
07,04,20,9,00,0.009,NaN,NaN,20.58,89
07,04,20,10,00,0.021,NaN,NaN,23.06,80
07,04,20,11,00,0.034,NaN,NaN,24.46,71
07,04,20,12,00,0.046,NaN,49.85,25.46,66
07,04,20,13,00,0.058,NaN,42.65,26.69,60
07,04,20,14,00,0.068,NaN,NaN,27.2,58
07,04,20,15,00,0.061,NaN,NaN,27.22,58
07,04,20,16,00,0.056,NaN,NaN,27.04,58
07,04,20,17,00,0.056,NaN,NaN,26.99,58
07,04,20,18,00,0.047,NaN,NaN,25.92,64
07,04,20,19,00,0.044,NaN,NaN,25.12,68
07,04,20,20,00,0.037,NaN,NaN,24.44,70
07,04,20,21,00,0.032,NaN,NaN,23.7,73
07,04,20,22,00,0.026,NaN,NaN,23.16,75
07,04,20,23,00,0.017,NaN,NaN,22.71,77
08,04,20,0,00,0.012,NaN,46.54,21.94,80
08,04,20,1,00,0.013,NaN,NaN,21.31,83
08,04,20,2,00,0.015,NaN,43,20.98,84
08,04,20,3,00,0.016,NaN,NaN,20.87,83
08,04,20,4,00,0.013,NaN,NaN,21.14,81
08,04,20,5,00,0.007,NaN,50.26,21.03,81
08,04,20,6,00,0.006,NaN,48.87,21,80
08,04,20,7,00,0.009,NaN,55.79,23.06,73
08,04,20,8,00,0.028,NaN,51.81,25.14,63
08,04,20,9,00,0.038,NaN,50.62,27.8,53
08,04,20,10,00,0.05,NaN,43.76,29.6,46
08,04,20,11,00,0.071,NaN,43.18,31.22,39
08,04,20,12,00,0.075,NaN,36.49,32.22,36
08,04,20,13,00,0.074,NaN,NaN,32.99,33
08,04,20,14,00,0.075,NaN,36.44,33.28,30
08,04,20,15,00,0.076,NaN,36.4,33.17,32
08,04,20,16,00,0.067,NaN,40.61,31.8,41
08,04,20,17,00,0.06,NaN,36.23,31.26,43
08,04,20,18,00,0.055,NaN,NaN,30.48,44
08,04,20,19,00,0.046,NaN,NaN,29.72,46
08,04,20,20,00,0.045,NaN,NaN,29.13,47
08,04,20,21,00,0.043,NaN,NaN,28.8,48
08,04,20,22,00,0.032,NaN,NaN,28,51
08,04,20,23,00,0.036,NaN,NaN,27.03,57
09,04,20,0,00,0.026,NaN,NaN,25.67,65
09,04,20,1,00,0.023,NaN,NaN,25.07,69
09,04,20,2,00,0.015,NaN,NaN,24.57,73
09,04,20,3,00,0.013,NaN,NaN,23.68,76
09,04,20,4,00,0.02,NaN,NaN,23.83,70
09,04,20,5,00,0.014,NaN,NaN,23.31,70
09,04,20,6,00,0.009,NaN,NaN,23.3,70
09,04,20,7,00,0.008,NaN,NaN,24.21,70
09,04,20,8,00,0.024,NaN,42.24,27.22,53
09,04,20,9,00,0.037,NaN,43.92,29.2,45
09,04,20,10,00,0.053,NaN,44.22,30.99,42
09,04,20,11,00,0.079,NaN,43.35,33.26,35
09,04,20,12,00,0.079,NaN,43.77,33.93,28
09,04,20,13,00,0.078,NaN,35.56,34.6,26
09,04,20,14,00,0.089,NaN,36.11,34.5,25
09,04,20,15,00,0.088,NaN,NaN,34.91,22
09,04,20,16,00,0.09,NaN,NaN,34.37,27
09,04,20,17,00,0.084,NaN,NaN,34,30
09,04,20,18,00,0.072,NaN,NaN,33.13,32
09,04,20,19,00,0.041,NaN,43.78,27.66,50
09,04,20,20,00,0.032,NaN,33.05,26.52,53
09,04,20,21,00,0.031,NaN,NaN,26.37,53
09,04,20,22,00,0.034,NaN,NaN,26.23,54
09,04,20,23,00,0.039,NaN,NaN,26.05,56
10,04,20,0,00,0.037,NaN,NaN,25.8,56
10,04,20,1,00,0.046,NaN,NaN,24.11,62
10,04,20,2,00,0.04,NaN,NaN,23.74,66
10,04,20,3,00,0.032,NaN,NaN,23.01,71
10,04,20,4,00,0.032,NaN,NaN,22.77,72
10,04,20,5,00,0.024,NaN,NaN,22.59,73
10,04,20,6,00,0.023,NaN,NaN,22.33,74
10,04,20,7,00,0.019,NaN,NaN,22.8,72
10,04,20,8,00,0.032,NaN,38.26,24.82,66
10,04,20,9,00,0.04,NaN,33.1,25.98,62
10,04,20,10,00,0.048,NaN,NaN,27.11,58
10,04,20,11,00,0.049,NaN,NaN,27.52,58
10,04,20,12,00,0.047,NaN,NaN,27.4,59
10,04,20,13,00,0.051,NaN,51.28,27.22,57
10,04,20,14,00,0.041,NaN,47.07,25.71,63
10,04,20,15,00,0.036,NaN,44.22,24.61,69
10,04,20,16,00,0.041,NaN,NaN,25.62,62
10,04,20,17,00,0.034,NaN,NaN,22.66,83
10,04,20,18,00,0.027,NaN,24.87,21.18,84
10,04,20,19,00,0.027,NaN,NaN,20.85,85
10,04,20,20,00,0.037,NaN,NaN,20.49,84
10,04,20,21,00,0.038,NaN,NaN,20.57,80
10,04,20,22,00,0.038,NaN,NaN,20.33,80
10,04,20,23,00,0.039,NaN,NaN,20.3,79
11,04,20,0,00,0.042,NaN,NaN,20.77,75
11,04,20,1,00,0.042,NaN,NaN,20.68,77
11,04,20,2,00,0.036,NaN,NaN,21.11,76
11,04,20,3,00,0.034,NaN,NaN,20.89,77
11,04,20,4,00,0.028,NaN,NaN,20.54,78
11,04,20,5,00,0.02,NaN,NaN,19.82,85
11,04,20,6,00,0.019,NaN,NaN,20.34,83
11,04,20,7,00,0.02,NaN,NaN,21.26,79
11,04,20,8,00,0.025,NaN,NaN,21.89,75
11,04,20,9,00,0.032,NaN,NaN,22.78,71
11,04,20,10,00,0.036,NaN,NaN,23.98,67
11,04,20,11,00,0.039,NaN,NaN,24.94,64
11,04,20,12,00,0.064,NaN,53.65,26.38,60
11,04,20,13,00,0.084,NaN,57.64,27.35,58
11,04,20,14,00,0.078,NaN,60.88,28.13,56
11,04,20,15,00,0.054,NaN,47.69,28.32,55
11,04,20,16,00,0.058,NaN,NaN,27.83,56
11,04,20,17,00,0.05,NaN,NaN,26.95,58
11,04,20,18,00,0.046,NaN,NaN,26.43,61
11,04,20,19,00,0.036,NaN,NaN,26.03,64
11,04,20,20,00,0.036,NaN,NaN,25.88,66
11,04,20,21,00,0.031,NaN,NaN,25.6,64
11,04,20,22,00,0.019,NaN,NaN,24.71,68
11,04,20,23,00,0.017,NaN,NaN,23.89,73
12,04,20,0,00,0.013,NaN,NaN,23.19,75
12,04,20,1,00,0.007,NaN,NaN,22.15,82
12,04,20,2,00,0.016,NaN,NaN,21.53,81
12,04,20,3,00,0.015,NaN,NaN,21.59,76
12,04,20,4,00,0.014,NaN,NaN,21.44,65
12,04,20,5,00,0.037,NaN,NaN,24.92,31
12,04,20,6,00,0.053,NaN,NaN,30.04,13
12,04,20,7,00,0.053,NaN,NaN,31.08,12
12,04,20,8,00,0.062,NaN,NaN,32.59,7
12,04,20,9,00,0.067,NaN,28.68,33.66,4
12,04,20,10,00,0.066,NaN,25.12,34.4,4
12,04,20,11,00,0.065,NaN,33.16,34.2,4
12,04,20,12,00,0.07,NaN,32.53,34.87,3
12,04,20,13,00,0.07,NaN,37.19,34.76,2
12,04,20,14,00,0.069,NaN,31.66,34.59,1
12,04,20,15,00,0.068,NaN,33.63,34.52,1
12,04,20,16,00,0.067,NaN,31.73,34.26,1
12,04,20,17,00,0.065,NaN,29.97,33.31,1
12,04,20,18,00,0.058,NaN,31.61,30.91,7
12,04,20,19,00,0.055,NaN,27.24,29.31,19
12,04,20,20,00,0.056,NaN,25.31,28.18,20
12,04,20,21,00,0.058,NaN,NaN,27.67,18
12,04,20,22,00,0.062,NaN,NaN,27.81,15
12,04,20,23,00,0.059,NaN,NaN,26.23,15
13,04,20,0,00,0.061,NaN,NaN,26.06,14
13,04,20,1,00,0.06,NaN,NaN,25.33,14
13,04,20,2,00,0.048,NaN,NaN,23.26,18
13,04,20,3,00,0.029,NaN,NaN,21.85,23
13,04,20,4,00,0.015,NaN,28.49,20.64,27
13,04,20,5,00,0.007,NaN,31.08,20.4,28
13,04,20,6,00,0.013,NaN,28.07,23.71,24
13,04,20,7,00,0.025,NaN,44.12,25.54,20
13,04,20,8,00,0.034,NaN,33.51,26.19,23
13,04,20,9,00,0.056,NaN,40.86,27,31
13,04,20,10,00,0.062,NaN,46.19,27.7,33
13,04,20,11,00,0.062,NaN,40.91,28.68,30
13,04,20,12,00,0.06,NaN,34.17,28.64,28
13,04,20,13,00,0.065,NaN,37.6,28.54,28
13,04,20,14,00,0.064,NaN,43.08,28.72,28
13,04,20,15,00,0.064,NaN,32.89,28.11,30
13,04,20,16,00,0.071,NaN,35.62,27.35,32
13,04,20,17,00,0.063,NaN,28.19,26.11,33
13,04,20,18,00,0.061,NaN,NaN,25.01,35
13,04,20,19,00,0.059,NaN,NaN,24.36,37
13,04,20,20,00,0.056,NaN,31.24,23.57,42
13,04,20,21,00,0.054,NaN,NaN,22.59,48
13,04,20,22,00,0.05,NaN,NaN,21.56,54
13,04,20,23,00,0.045,NaN,NaN,19.84,65
14,04,20,0,00,0.043,NaN,NaN,18.38,73
14,04,20,1,00,0.044,NaN,NaN,17.3,79
14,04,20,2,00,0.043,NaN,NaN,17.05,81
14,04,20,3,00,0.025,NaN,NaN,17.13,81
14,04,20,4,00,0.035,NaN,NaN,17.36,80
14,04,20,5,00,0.034,NaN,NaN,17.89,75
14,04,20,6,00,0.028,NaN,NaN,17.8,79
14,04,20,7,00,0.023,NaN,51.78,17.49,80
14,04,20,8,00,0.027,NaN,47.07,17.61,78
14,04,20,9,00,0.029,NaN,44.17,18.06,72
14,04,20,10,00,0.035,NaN,44.61,18.3,68
14,04,20,11,00,0.042,NaN,37.71,19.57,60
14,04,20,12,00,0.048,NaN,34.7,19.98,58
14,04,20,13,00,0.045,NaN,28.86,19.25,59
14,04,20,14,00,0.04,NaN,NaN,18.93,63
14,04,20,15,00,0.034,NaN,NaN,18.39,68
14,04,20,16,00,0.037,NaN,26.23,17.76,72
14,04,20,17,00,0.036,NaN,NaN,16.48,83
14,04,20,18,00,0.028,NaN,NaN,14.76,82
14,04,20,19,00,0.024,NaN,NaN,14.25,87
14,04,20,20,00,0.03,NaN,NaN,14.4,89
14,04,20,21,00,0.042,NaN,NaN,14.35,89
14,04,20,22,00,0.039,NaN,NaN,14.43,86
14,04,20,23,00,0.043,NaN,NaN,14.01,86
15,04,20,0,00,0.031,NaN,NaN,12.85,88
15,04,20,1,00,0.031,NaN,NaN,12.05,90
15,04,20,2,00,0.045,NaN,NaN,12.21,90
15,04,20,3,00,0.038,NaN,NaN,11.37,90
15,04,20,4,00,0.039,NaN,NaN,10.9,91
15,04,20,5,00,0.036,NaN,NaN,10.87,91
15,04,20,6,00,0.028,NaN,NaN,10.98,91
15,04,20,7,00,0.026,NaN,NaN,10.82,92
15,04,20,8,00,0.031,NaN,NaN,10.5,92
15,04,20,9,00,0.033,NaN,NaN,10.59,92
15,04,20,10,00,0.028,NaN,NaN,10.83,92
15,04,20,11,00,0.022,NaN,NaN,11.54,92
15,04,20,12,00,0.032,NaN,NaN,12.3,90
15,04,20,13,00,0.037,NaN,NaN,13.48,84
15,04,20,14,00,0.038,NaN,NaN,14.79,76
15,04,20,15,00,0.037,NaN,36.45,15.36,71
15,04,20,16,00,0.036,NaN,NaN,15.66,69
15,04,20,17,00,0.035,NaN,NaN,15.87,68
15,04,20,18,00,0.035,NaN,NaN,15.35,71
15,04,20,19,00,0.05,NaN,NaN,15.19,70
15,04,20,20,00,0.044,NaN,NaN,15.13,70
15,04,20,21,00,0.048,NaN,NaN,15.08,71
15,04,20,22,00,0.039,NaN,NaN,14.9,73
15,04,20,23,00,0.044,NaN,NaN,14.82,74
16,04,20,0,00,0.042,NaN,NaN,14.81,74
16,04,20,1,00,0.033,NaN,NaN,14.62,76
16,04,20,2,00,0.028,NaN,NaN,14.44,77
16,04,20,3,00,0.02,NaN,NaN,13.85,80
16,04,20,4,00,0.023,NaN,NaN,13.58,82
16,04,20,5,00,0.014,NaN,NaN,13.17,86
16,04,20,6,00,0.011,NaN,NaN,13.18,89
16,04,20,7,00,0.014,NaN,NaN,13.54,89
16,04,20,8,00,0.017,NaN,NaN,14.06,88
16,04,20,9,00,0.019,NaN,NaN,14.83,85
16,04,20,10,00,0.023,NaN,NaN,15.23,83
16,04,20,11,00,0.027,NaN,NaN,15.97,80
16,04,20,12,00,0.032,NaN,NaN,16.85,76
16,04,20,13,00,0.032,NaN,NaN,17.11,77
16,04,20,14,00,0.033,NaN,NaN,18.01,73
16,04,20,15,00,0.031,NaN,NaN,18.17,73
16,04,20,16,00,0.028,NaN,NaN,17.61,77
16,04,20,17,00,0.028,NaN,NaN,17.23,79
16,04,20,18,00,0.024,NaN,NaN,16.87,81
16,04,20,19,00,0.023,NaN,NaN,16.77,81
16,04,20,20,00,0.022,NaN,NaN,16.7,82
16,04,20,21,00,0.022,NaN,NaN,16.85,82
16,04,20,22,00,0.022,NaN,NaN,16.81,81
16,04,20,23,00,0.019,NaN,NaN,16.53,84
17,04,20,0,00,0.021,NaN,NaN,16.47,84
17,04,20,1,00,0.021,NaN,NaN,16.54,85
17,04,20,2,00,0.02,NaN,NaN,16.92,83
17,04,20,3,00,0.013,NaN,NaN,16.64,83
17,04,20,4,00,0.009,NaN,NaN,16.29,85
17,04,20,5,00,0.009,NaN,NaN,16.67,85
17,04,20,6,00,0.006,NaN,NaN,17.56,80
17,04,20,7,00,0.014,NaN,NaN,18.69,72
17,04,20,8,00,0.02,NaN,NaN,19.71,69
17,04,20,9,00,0.032,NaN,NaN,21.84,64
17,04,20,10,00,0.053,NaN,NaN,24.11,56
17,04,20,11,00,0.072,NaN,NaN,25.71,51
17,04,20,12,00,0.07,NaN,52.73,26.17,49
17,04,20,13,00,0.085,NaN,49.4,27.7,45
17,04,20,14,00,0.08,NaN,37.22,29.22,41
17,04,20,15,00,0.072,NaN,47.26,29.01,45
17,04,20,16,00,0.06,NaN,NaN,27.31,54
17,04,20,17,00,0.056,NaN,NaN,25.95,60
17,04,20,18,00,0.031,NaN,NaN,24.76,66
17,04,20,19,00,0.053,NaN,NaN,24.22,68
17,04,20,20,00,0.053,NaN,NaN,23.74,70
17,04,20,21,00,0.045,NaN,NaN,23.19,72
17,04,20,22,00,0.034,NaN,NaN,23.04,73
17,04,20,23,00,0.035,NaN,NaN,22.4,76
18,04,20,0,00,0.027,NaN,NaN,22.3,77
18,04,20,1,00,0.022,NaN,NaN,21.93,78
18,04,20,2,00,0.014,NaN,NaN,21.71,76
18,04,20,3,00,0.021,NaN,NaN,21.44,75
18,04,20,4,00,0.022,NaN,NaN,21.57,74
18,04,20,5,00,0.022,NaN,NaN,21.53,75
18,04,20,6,00,0.014,NaN,NaN,21.64,75
18,04,20,7,00,0.015,NaN,NaN,22.13,73
18,04,20,8,00,0.029,NaN,NaN,24.01,68
18,04,20,9,00,0.038,NaN,NaN,25.07,63
18,04,20,10,00,0.048,NaN,NaN,25.67,62
18,04,20,11,00,0.057,NaN,40.79,26.48,59
18,04,20,12,00,0.044,NaN,NaN,26.76,58
18,04,20,13,00,0.047,NaN,NaN,27.8,52
18,04,20,14,00,0.053,NaN,NaN,28.25,52
18,04,20,15,00,0.044,NaN,NaN,27.62,54
18,04,20,16,00,0.042,NaN,NaN,26.93,57
18,04,20,17,00,0.039,NaN,NaN,26.04,60
18,04,20,18,00,0.039,NaN,NaN,25.45,62
18,04,20,19,00,0.036,NaN,NaN,25.25,62
18,04,20,20,00,0.032,NaN,NaN,24.83,65
18,04,20,21,00,0.018,NaN,NaN,24.2,69
18,04,20,22,00,0.011,NaN,NaN,23.32,75
18,04,20,23,00,0.015,NaN,NaN,22.78,78
19,04,20,0,00,0.019,NaN,NaN,22.44,80
19,04,20,1,00,0.014,NaN,NaN,21.64,82
19,04,20,2,00,0.011,NaN,NaN,21.15,82
19,04,20,3,00,0.012,NaN,NaN,21.05,80
19,04,20,4,00,0.012,NaN,NaN,20.78,79
19,04,20,5,00,0.008,NaN,NaN,20.84,80
19,04,20,6,00,0.014,NaN,NaN,23.8,70
19,04,20,7,00,0.018,NaN,NaN,26.52,55
19,04,20,8,00,0.026,NaN,NaN,29.57,39
19,04,20,9,00,0.031,NaN,36.23,32.9,19
19,04,20,10,00,0.033,NaN,NaN,34.5,13
19,04,20,11,00,0.039,NaN,NaN,35.42,9
19,04,20,12,00,0.052,NaN,NaN,36.74,5
19,04,20,13,00,0.056,NaN,NaN,37.34,5
19,04,20,14,00,0.06,NaN,NaN,35.14,24
19,04,20,15,00,0.052,NaN,NaN,34.11,31
19,04,20,16,00,0.054,NaN,NaN,32.85,26
19,04,20,17,00,0.051,NaN,NaN,31.79,25
19,04,20,18,00,0.05,NaN,NaN,30.4,27
19,04,20,19,00,0.048,NaN,NaN,29.27,31
19,04,20,20,00,0.046,NaN,NaN,28.53,32
19,04,20,21,00,0.048,NaN,NaN,28.09,32
19,04,20,22,00,0.048,NaN,NaN,27.54,33
19,04,20,23,00,0.048,NaN,NaN,26.9,33
20,04,20,0,00,0.041,NaN,NaN,25.2,37
20,04,20,1,00,0.023,NaN,NaN,24.36,38
20,04,20,2,00,0.027,NaN,NaN,24.21,37
20,04,20,3,00,0.03,NaN,NaN,23.22,39
20,04,20,4,00,0.023,NaN,NaN,22.36,43
20,04,20,5,00,0.012,NaN,NaN,22.24,44
20,04,20,6,00,0.017,NaN,37.82,24.92,38
20,04,20,7,00,0.044,NaN,41.81,27.73,33
20,04,20,8,00,0.051,NaN,25.59,28.21,33
20,04,20,9,00,0.058,NaN,12.03,29.8,32
20,04,20,10,00,0.086,NaN,14.64,31.11,31
20,04,20,11,00,0.078,NaN,11.09,32.69,27
20,04,20,12,00,0.071,NaN,6.56,33.58,25
20,04,20,13,00,0.064,NaN,17.49,34.3,26
20,04,20,14,00,0.059,NaN,18.69,34.45,26
20,04,20,15,00,0.059,NaN,18.22,34.71,21
20,04,20,16,00,0.057,NaN,17.74,34.59,19
20,04,20,17,00,0.052,NaN,13.07,33.17,23
20,04,20,18,00,0.047,NaN,8.86,30.9,29
20,04,20,19,00,0.048,NaN,14.82,29.53,35
20,04,20,20,00,0.047,NaN,19.15,28.34,42
20,04,20,21,00,0.046,NaN,18.72,27.34,49
20,04,20,22,00,0.044,NaN,11.56,26.52,55
20,04,20,23,00,0.034,NaN,11.17,24.3,71
21,04,20,0,00,0.028,NaN,9.25,23.2,78
21,04,20,1,00,0.02,NaN,8.01,22.87,80
21,04,20,2,00,0.021,NaN,11.91,22.83,80
21,04,20,3,00,0.027,NaN,12.66,22.75,80
21,04,20,4,00,0.026,NaN,14.85,22.78,80
21,04,20,5,00,0.017,NaN,18.5,22.94,78
21,04,20,6,00,0.013,NaN,6.86,23.5,72
21,04,20,7,00,0.023,NaN,9.89,24.29,69
21,04,20,8,00,0.02,NaN,18.89,25.24,67
21,04,20,9,00,0.045,NaN,13.62,26.29,62
21,04,20,10,00,0.06,NaN,10.06,27.35,58
21,04,20,11,00,0.079,NaN,18.19,28.62,54
21,04,20,12,00,0.075,NaN,24.3,29.92,51
21,04,20,13,00,0.056,NaN,10,30.73,49
21,04,20,14,00,0.053,NaN,4.42,31.84,45
21,04,20,15,00,0.051,NaN,11.1,32.22,43
21,04,20,16,00,0.044,NaN,11.65,31.52,46
21,04,20,17,00,0.04,NaN,9.31,30.36,50
21,04,20,18,00,0.038,NaN,21.41,29.21,55
21,04,20,19,00,0.039,NaN,16.94,28.52,57
21,04,20,20,00,0.036,NaN,9.79,26.85,66
21,04,20,21,00,0.034,NaN,13.27,25.56,74
21,04,20,22,00,0.035,NaN,15.14,24.94,76
21,04,20,23,00,0.032,NaN,15.56,24.79,77
22,04,20,0,00,0.031,NaN,6.97,24.47,79
22,04,20,1,00,0.027,NaN,15.22,24.19,81
22,04,20,2,00,0.017,NaN,11.86,24.16,82
22,04,20,3,00,0.022,NaN,7.3,23.95,83
22,04,20,4,00,0.025,NaN,18.55,23.76,84
22,04,20,5,00,0.019,NaN,11.65,23.66,84
22,04,20,6,00,0.013,NaN,14.31,24.12,83
22,04,20,7,00,0.015,NaN,10.95,25.03,78
22,04,20,8,00,0.022,NaN,NaN,26.92,69
22,04,20,9,00,0.037,NaN,NaN,28.26,62
22,04,20,10,00,0.076,NaN,55.12,29.56,55
22,04,20,11,00,0.104,NaN,55.28,31.02,50
22,04,20,12,00,0.122,NaN,50.03,32.15,45
22,04,20,13,00,0.105,NaN,42.34,33.5,42
22,04,20,14,00,0.096,NaN,38.23,34.74,37
22,04,20,15,00,0.08,NaN,37.28,34.12,37
22,04,20,16,00,0.071,NaN,37.53,33.84,38
22,04,20,17,00,0.068,NaN,37.31,33.09,36
22,04,20,18,00,0.041,NaN,35.84,31.71,46
22,04,20,19,00,0.041,NaN,35.34,30.76,48
22,04,20,20,00,0.044,NaN,34.16,30.48,48
22,04,20,21,00,0.045,NaN,33.54,29.8,49
22,04,20,22,00,0.046,NaN,32.57,29.18,50
22,04,20,23,00,0.039,NaN,35.54,28.36,55
23,04,20,0,00,0.023,NaN,41.96,27.18,62
23,04,20,1,00,0.021,NaN,41.01,26.25,65
23,04,20,2,00,0.018,NaN,44.33,26.18,66
23,04,20,3,00,0.022,NaN,43.7,26.59,63
23,04,20,4,00,0.033,NaN,38.26,26.07,65
23,04,20,5,00,0.043,NaN,15.73,25.16,59
23,04,20,6,00,0.042,NaN,20.99,22.92,70
23,04,20,7,00,0.035,NaN,20.69,23.24,70
23,04,20,8,00,0.047,NaN,23.51,26.48,57
23,04,20,9,00,0.053,NaN,18.76,30.2,33
23,04,20,10,00,0.077,NaN,16.02,31.61,23
23,04,20,11,00,0.079,NaN,13.22,32.42,16
23,04,20,12,00,0.079,NaN,13.23,33.33,14
23,04,20,13,00,0.087,NaN,13.39,33.71,14
23,04,20,14,00,0.091,NaN,13.4,34.21,13
23,04,20,15,00,0.092,NaN,13.98,34.57,13
23,04,20,16,00,0.091,NaN,14.25,34.25,14
23,04,20,17,00,0.07,NaN,9.35,32.42,14
23,04,20,18,00,0.064,NaN,7.04,30.97,15
23,04,20,19,00,0.064,NaN,7.08,30.21,16
23,04,20,20,00,0.061,NaN,7.88,29.06,18
23,04,20,21,00,0.064,NaN,7.04,28.61,17
23,04,20,22,00,0.06,NaN,8.45,27.97,20
23,04,20,23,00,0.054,NaN,16.49,26.03,31
24,04,20,0,00,0.054,NaN,20.26,25.29,39
24,04,20,1,00,0.048,NaN,24.18,24.23,45
24,04,20,2,00,0.041,NaN,32.92,22.89,64
24,04,20,3,00,0.027,NaN,38.14,21.73,71
24,04,20,4,00,0.022,NaN,27.02,21.16,54
24,04,20,5,00,0.019,NaN,20.18,21.66,43
24,04,20,6,00,0.021,NaN,32.71,24.22,53
24,04,20,7,00,0.028,NaN,36.69,25.79,51
24,04,20,8,00,0.051,NaN,36.35,28.27,41
24,04,20,9,00,0.079,NaN,33.96,30.19,31
24,04,20,10,00,0.102,NaN,34.11,32.26,25
24,04,20,11,00,0.121,NaN,35.21,33.61,21
24,04,20,12,00,0.139,NaN,27.65,34.77,17
24,04,20,13,00,0.096,NaN,15.11,36.15,9
24,04,20,14,00,0.098,NaN,15.47,36.57,10
24,04,20,15,00,0.113,NaN,24.15,36.88,12
24,04,20,16,00,0.088,NaN,14.75,36.79,11
24,04,20,17,00,0.071,NaN,12.21,35.43,11
24,04,20,18,00,0.064,NaN,13.94,33.91,14
24,04,20,19,00,0.054,NaN,14.51,32.83,15
24,04,20,20,00,0.052,NaN,14.52,31.63,17
24,04,20,21,00,0.04,NaN,15.66,30.1,21
24,04,20,22,00,0.022,NaN,25.14,29.4,27
24,04,20,23,00,0.024,NaN,28.83,27.44,36
25,04,20,0,00,0.019,NaN,31.14,26.09,44
25,04,20,1,00,0.013,NaN,31.02,25.55,47
25,04,20,2,00,0.014,NaN,32.2,24.45,49
25,04,20,3,00,0.018,NaN,27.97,24.2,47
25,04,20,4,00,0.017,NaN,34.81,23.41,54
25,04,20,5,00,0.009,NaN,31.36,23.69,50
25,04,20,6,00,0.02,NaN,35.53,25.8,47
25,04,20,7,00,0.027,NaN,33.51,26.73,38
25,04,20,8,00,0.044,NaN,21.88,27.97,29
25,04,20,9,00,0.054,NaN,18.21,28.32,31
25,04,20,10,00,0.055,NaN,21.28,28.72,34
25,04,20,11,00,0.059,NaN,27.86,29.33,37
25,04,20,12,00,0.063,NaN,42.45,30.28,37
25,04,20,13,00,0.061,NaN,35.07,30.02,40
25,04,20,14,00,0.059,NaN,37.12,29.51,43
25,04,20,15,00,0.052,NaN,42.56,28.86,47
25,04,20,16,00,0.048,NaN,45.09,28.22,50
25,04,20,17,00,0.049,NaN,45.79,27.35,53
25,04,20,18,00,0.047,NaN,46.65,26.88,56
25,04,20,19,00,0.046,NaN,47.62,26.82,56
25,04,20,20,00,0.048,NaN,44.35,26.99,56
25,04,20,21,00,0.041,NaN,34.03,25.23,66
25,04,20,22,00,0.038,NaN,25.56,23.02,75
25,04,20,23,00,0.04,NaN,16.28,22.02,79
26,04,20,0,00,0.038,NaN,18.55,21.93,80
26,04,20,1,00,0.04,NaN,20.31,21.55,81
26,04,20,2,00,0.04,NaN,13.71,20.94,85
26,04,20,3,00,0.048,NaN,11.68,19.48,87
26,04,20,4,00,0.052,NaN,9.96,18.79,88
26,04,20,5,00,0.051,NaN,9.25,17.72,89
26,04,20,6,00,0.046,NaN,8.89,17.88,89
26,04,20,7,00,0.054,NaN,5.89,17.89,89
26,04,20,8,00,0.057,NaN,4.18,18.05,89
26,04,20,9,00,0.056,NaN,5.55,18.55,87
26,04,20,10,00,0.052,NaN,8.3,18.91,85
