# Local Datetime (mm,dd,yyyy HH,mm),UTC Datetime (mm,dd,yyyy HH,mm),O3 (ppb),PM10 (µg,m3),PM2.5 (µg,m3),Temperature (ºC),Relative humidity (%),Barometric pressure (mBar),Wind speed (m,s),Wind direction (degree)
8,2,20,11,0,8,2,20,17,0,0.027,NaN,14,19.03,59,NaN,NaN,NaN,NaN
8,2,20,12,0,8,2,20,18,0,0.031,NaN,25,21.48,48,NaN,NaN,NaN,NaN
8,2,20,13,0,8,2,20,19,0,0.04,NaN,30,23.6,41,NaN,NaN,NaN,NaN
8,2,20,14,0,8,2,20,20,0,0.04,NaN,29,25.73,41,NaN,NaN,NaN,NaN
8,2,20,15,0,8,2,20,21,0,0.033,NaN,26,27.02,41,NaN,NaN,NaN,NaN
8,2,20,16,0,8,2,20,22,0,0.032,NaN,21,27.67,38,NaN,NaN,NaN,NaN
8,2,20,17,0,8,2,20,23,0,0.031,NaN,20,27.13,40,NaN,NaN,NaN,NaN
8,2,20,18,0,9,2,20,0,0,0.029,NaN,NaN,27.04,43,NaN,NaN,NaN,NaN
8,2,20,19,0,9,2,20,1,0,0.025,NaN,NaN,25.04,54,NaN,NaN,NaN,NaN
8,2,20,20,0,9,2,20,2,0,0.025,NaN,70,22.84,65,NaN,NaN,NaN,NaN
8,2,20,21,0,9,2,20,3,0,0.025,NaN,10,21.57,70,NaN,NaN,NaN,NaN
8,2,20,22,0,9,2,20,4,0,0.024,NaN,2,20.94,73,NaN,NaN,NaN,NaN
8,2,20,23,0,9,2,20,5,0,0.024,NaN,NaN,20.61,76,NaN,NaN,NaN,NaN
9,2,20,0,0,9,2,20,6,0,0.022,NaN,8,20.22,79,NaN,NaN,NaN,NaN
9,2,20,1,0,9,2,20,7,0,0.02,NaN,NaN,20.11,80,NaN,NaN,NaN,NaN
9,2,20,2,0,9,2,20,8,0,0.021,NaN,18,20.03,80,NaN,NaN,NaN,NaN
9,2,20,3,0,9,2,20,9,0,0.023,NaN,3,20.06,80,NaN,NaN,NaN,NaN
9,2,20,4,0,9,2,20,10,0,0.022,NaN,NaN,19.89,81,NaN,NaN,NaN,NaN
9,2,20,5,0,9,2,20,11,0,0.022,NaN,6,19.5,83,NaN,NaN,NaN,NaN
9,2,20,6,0,9,2,20,12,0,0.02,NaN,9,18.85,86,NaN,NaN,NaN,NaN
9,2,20,7,0,9,2,20,13,0,0.018,NaN,3,18.77,87,NaN,NaN,NaN,NaN
9,2,20,8,0,9,2,20,14,0,0.018,NaN,NaN,18.81,86,NaN,NaN,NaN,NaN
9,2,20,9,0,9,2,20,15,0,0.015,NaN,NaN,18.95,86,NaN,NaN,NaN,NaN
9,2,20,10,0,9,2,20,16,0,0.02,NaN,NaN,19.5,83,NaN,NaN,NaN,NaN
9,2,20,11,0,9,2,20,17,0,0.024,NaN,29,21.03,73,NaN,NaN,NaN,NaN
9,2,20,12,0,9,2,20,18,0,0.028,NaN,NaN,22.98,64,NaN,NaN,NaN,NaN
9,2,20,13,0,9,2,20,19,0,0.033,NaN,NaN,25.17,55,NaN,NaN,NaN,NaN
9,2,20,14,0,9,2,20,20,0,0.036,NaN,NaN,27.09,48,NaN,NaN,NaN,NaN
9,2,20,15,0,9,2,20,21,0,0.04,NaN,NaN,28.63,41,NaN,NaN,NaN,NaN
9,2,20,16,0,9,2,20,22,0,0.056,NaN,22,29,40,NaN,NaN,NaN,NaN
9,2,20,17,0,9,2,20,23,0,0.047,NaN,NaN,29.43,36,NaN,NaN,NaN,NaN
9,2,20,18,0,10,2,20,0,0,0.044,NaN,30,29.72,35,NaN,NaN,NaN,NaN
9,2,20,19,0,10,2,20,1,0,0.026,NaN,NaN,28.23,37,NaN,NaN,NaN,NaN
9,2,20,20,0,10,2,20,2,0,0.009,NaN,42,26.7,42,NaN,NaN,NaN,NaN
9,2,20,21,0,10,2,20,3,0,0.006,NaN,158,24.35,50,NaN,NaN,NaN,NaN
9,2,20,22,0,10,2,20,4,0,0.011,NaN,58,23.06,52,NaN,NaN,NaN,NaN
9,2,20,23,0,10,2,20,5,0,0.012,NaN,50,22.84,54,NaN,NaN,NaN,NaN
10,2,20,0,0,10,2,20,6,0,0.021,NaN,46,22.15,66,NaN,NaN,NaN,NaN
10,2,20,1,0,10,2,20,7,0,0.024,NaN,3,21.84,70,NaN,NaN,NaN,NaN
10,2,20,2,0,10,2,20,8,0,0.015,NaN,NaN,20.46,75,NaN,NaN,NaN,NaN
10,2,20,3,0,10,2,20,9,0,0.015,NaN,45,20.09,78,NaN,NaN,NaN,NaN
10,2,20,4,0,10,2,20,10,0,0.019,NaN,16,19.26,82,NaN,NaN,NaN,NaN
10,2,20,5,0,10,2,20,11,0,0.014,NaN,38,18.43,85,NaN,NaN,NaN,NaN
10,2,20,6,0,10,2,20,12,0,0.01,NaN,10,17.94,87,NaN,NaN,NaN,NaN
10,2,20,7,0,10,2,20,13,0,0.005,NaN,4,17.03,89,NaN,NaN,NaN,NaN
10,2,20,8,0,10,2,20,14,0,0.006,NaN,NaN,16.39,89,NaN,NaN,NaN,NaN
10,2,20,9,0,10,2,20,15,0,0.008,NaN,103,17.72,88,NaN,NaN,NaN,NaN
10,2,20,10,0,10,2,20,16,0,0.017,NaN,79,20.9,78,NaN,NaN,NaN,NaN
10,2,20,11,0,10,2,20,17,0,0.027,NaN,NaN,24.39,64,NaN,NaN,NaN,NaN
10,2,20,12,0,10,2,20,18,0,0.032,NaN,NaN,26.33,57,NaN,NaN,NaN,NaN
10,2,20,13,0,10,2,20,19,0,0.055,NaN,NaN,27.74,50,NaN,NaN,NaN,NaN
10,2,20,14,0,10,2,20,20,0,0.061,NaN,NaN,29.64,42,NaN,NaN,NaN,NaN
10,2,20,15,0,10,2,20,21,0,0.063,NaN,NaN,31.48,34,NaN,NaN,NaN,NaN
10,2,20,16,0,10,2,20,22,0,0.056,NaN,NaN,32.2,30,NaN,NaN,NaN,NaN
10,2,20,17,0,10,2,20,23,0,0.046,NaN,NaN,32.58,28,NaN,NaN,NaN,NaN
10,2,20,18,0,11,2,20,0,0,0.037,NaN,NaN,31.21,33,NaN,NaN,NaN,NaN
10,2,20,19,0,11,2,20,1,0,0.018,NaN,NaN,29.75,36,NaN,NaN,NaN,NaN
10,2,20,20,0,11,2,20,2,0,0.007,NaN,NaN,28.1,40,NaN,NaN,NaN,NaN
10,2,20,21,0,11,2,20,3,0,0.01,NaN,NaN,27.53,41,NaN,NaN,NaN,NaN
10,2,20,22,0,11,2,20,4,0,0.008,NaN,NaN,25.83,47,NaN,NaN,NaN,NaN
10,2,20,23,0,11,2,20,5,0,0.007,NaN,NaN,24.58,52,NaN,NaN,NaN,NaN
11,2,20,0,0,11,2,20,6,0,0.015,NaN,NaN,23.89,59,NaN,NaN,NaN,NaN
11,2,20,1,0,11,2,20,7,0,0.016,NaN,NaN,22.63,69,NaN,NaN,NaN,NaN
11,2,20,2,0,11,2,20,8,0,0.016,NaN,NaN,22.58,74,NaN,NaN,NaN,NaN
11,2,20,3,0,11,2,20,9,0,0.012,NaN,24,21.61,75,NaN,NaN,NaN,NaN
11,2,20,4,0,11,2,20,10,0,0.009,NaN,10,20.26,68,NaN,NaN,NaN,NaN
11,2,20,5,0,11,2,20,11,0,0.008,NaN,7,19.64,75,NaN,NaN,NaN,NaN
11,2,20,6,0,11,2,20,12,0,0.012,NaN,9,19.35,79,NaN,NaN,NaN,NaN
11,2,20,7,0,11,2,20,13,0,0.014,NaN,29,18.99,76,NaN,NaN,NaN,NaN
11,2,20,8,0,11,2,20,14,0,0.012,NaN,18,18.61,75,NaN,NaN,NaN,NaN
11,2,20,9,0,11,2,20,15,0,0.013,NaN,3,18.15,77,NaN,NaN,NaN,NaN
11,2,20,10,0,11,2,20,16,0,0.014,NaN,NaN,17.7,81,NaN,NaN,NaN,NaN
11,2,20,11,0,11,2,20,17,0,0.013,NaN,60,17.27,86,NaN,NaN,NaN,NaN
11,2,20,12,0,11,2,20,18,0,0.012,NaN,31,17.19,89,NaN,NaN,NaN,NaN
11,2,20,13,0,11,2,20,19,0,0.012,NaN,26,17.72,89,NaN,NaN,NaN,NaN
11,2,20,14,0,11,2,20,20,0,0.012,NaN,2,18.78,83,NaN,NaN,NaN,NaN
11,2,20,15,0,11,2,20,21,0,0.016,NaN,19,18.46,82,NaN,NaN,NaN,NaN
11,2,20,16,0,11,2,20,22,0,0.015,NaN,38,17.82,86,NaN,NaN,NaN,NaN
11,2,20,17,0,11,2,20,23,0,0.015,NaN,20,16.02,85,NaN,NaN,NaN,NaN
11,2,20,18,0,12,2,20,0,0,0.013,NaN,5,14.41,88,NaN,NaN,NaN,NaN
11,2,20,19,0,12,2,20,1,0,0.011,NaN,NaN,13.28,91,NaN,NaN,NaN,NaN
11,2,20,20,0,12,2,20,2,0,0.012,NaN,NaN,12.74,89,NaN,NaN,NaN,NaN
11,2,20,21,0,12,2,20,3,0,0.012,NaN,4,12.41,91,NaN,NaN,NaN,NaN
11,2,20,22,0,12,2,20,4,0,0.012,NaN,NaN,12.36,91,NaN,NaN,NaN,NaN
11,2,20,23,0,12,2,20,5,0,0.011,NaN,NaN,12.23,91,NaN,NaN,NaN,NaN
12,2,20,0,0,12,2,20,6,0,0.012,NaN,6,11.99,91,NaN,NaN,NaN,NaN
12,2,20,1,0,12,2,20,7,0,0.009,NaN,NaN,11.83,90,NaN,NaN,NaN,NaN
12,2,20,2,0,12,2,20,8,0,0.009,NaN,3,11.23,89,NaN,NaN,NaN,NaN
12,2,20,3,0,12,2,20,9,0,0.01,NaN,NaN,10.87,88,NaN,NaN,NaN,NaN
12,2,20,4,0,12,2,20,10,0,0.009,NaN,5,10.96,86,NaN,NaN,NaN,NaN
12,2,20,5,0,12,2,20,11,0,0.008,NaN,2,11.08,85,NaN,NaN,NaN,NaN
12,2,20,6,0,12,2,20,12,0,0.008,NaN,5,11.17,85,NaN,NaN,NaN,NaN
12,2,20,7,0,12,2,20,13,0,0.007,NaN,24,11.31,87,NaN,NaN,NaN,NaN
12,2,20,8,0,12,2,20,14,0,0.008,NaN,15,10.56,92,NaN,NaN,NaN,NaN
12,2,20,9,0,12,2,20,15,0,0.008,NaN,22,10.4,93,NaN,NaN,NaN,NaN
12,2,20,10,0,12,2,20,16,0,0.009,NaN,17,11.06,91,NaN,NaN,NaN,NaN
12,2,20,11,0,12,2,20,17,0,0.01,NaN,NaN,11.07,90,NaN,NaN,NaN,NaN
12,2,20,12,0,12,2,20,18,0,0.01,NaN,NaN,11.95,87,NaN,NaN,NaN,NaN
12,2,20,13,0,12,2,20,19,0,0.009,NaN,34,13.15,83,NaN,NaN,NaN,NaN
12,2,20,14,0,12,2,20,20,0,0.01,NaN,29,12.99,85,NaN,NaN,NaN,NaN
12,2,20,15,0,12,2,20,21,0,0.011,NaN,27,11.44,90,NaN,NaN,NaN,NaN
12,2,20,16,0,12,2,20,22,0,0.012,NaN,8,10.88,91,NaN,NaN,NaN,NaN
12,2,20,17,0,12,2,20,23,0,0.013,NaN,15,11.2,88,NaN,NaN,NaN,NaN
12,2,20,18,0,13,2,20,0,0,0.014,NaN,9,11.49,86,NaN,NaN,NaN,NaN
12,2,20,19,0,13,2,20,1,0,0.013,NaN,19,11.46,85,NaN,NaN,NaN,NaN
12,2,20,20,0,13,2,20,2,0,0.013,NaN,14,11.15,86,NaN,NaN,NaN,NaN
12,2,20,21,0,13,2,20,3,0,0.011,NaN,15,10.84,89,NaN,NaN,NaN,NaN
12,2,20,22,0,13,2,20,4,0,0.008,NaN,16,10.36,92,NaN,NaN,NaN,NaN
12,2,20,23,0,13,2,20,5,0,0.006,NaN,14,9.82,93,NaN,NaN,NaN,NaN
13,2,20,0,0,13,2,20,6,0,0.006,NaN,8,9.39,93,NaN,NaN,NaN,NaN
13,2,20,1,0,13,2,20,7,0,0.005,NaN,15,9.43,94,NaN,NaN,NaN,NaN
13,2,20,2,0,13,2,20,8,0,0.005,NaN,16,9.07,94,NaN,NaN,NaN,NaN
13,2,20,3,0,13,2,20,9,0,0.006,NaN,30,9.16,94,NaN,NaN,NaN,NaN
13,2,20,4,0,13,2,20,10,0,0.005,NaN,39,8.8,94,NaN,NaN,NaN,NaN
13,2,20,5,0,13,2,20,11,0,0.006,NaN,49,9.04,93,NaN,NaN,NaN,NaN
13,2,20,6,0,13,2,20,12,0,0.006,NaN,42,9.33,93,NaN,NaN,NaN,NaN
13,2,20,7,0,13,2,20,13,0,0.006,NaN,50,9.25,90,NaN,NaN,NaN,NaN
13,2,20,8,0,13,2,20,14,0,0.006,NaN,57,8.9,91,NaN,NaN,NaN,NaN
13,2,20,9,0,13,2,20,15,0,0.006,NaN,69,12.37,80,NaN,NaN,NaN,NaN
13,2,20,10,0,13,2,20,16,0,0.018,NaN,30,16.23,55,NaN,NaN,NaN,NaN
13,2,20,11,0,13,2,20,17,0,0.03,NaN,7,18.86,39,NaN,NaN,NaN,NaN
13,2,20,12,0,13,2,20,18,0,0.034,NaN,21,19.82,38,NaN,NaN,NaN,NaN
13,2,20,13,0,13,2,20,19,0,0.036,NaN,22,19.51,38,NaN,NaN,NaN,NaN
13,2,20,14,0,13,2,20,20,0,0.037,NaN,8,19.92,35,NaN,NaN,NaN,NaN
13,2,20,15,0,13,2,20,21,0,0.037,NaN,5,20.34,33,NaN,NaN,NaN,NaN
13,2,20,16,0,13,2,20,22,0,0.037,NaN,16,19.94,34,NaN,NaN,NaN,NaN
13,2,20,17,0,13,2,20,23,0,0.036,NaN,NaN,20.07,33,NaN,NaN,NaN,NaN
13,2,20,18,0,14,2,20,0,0,0.034,NaN,2,19.48,33,NaN,NaN,NaN,NaN
13,2,20,19,0,14,2,20,1,0,0.03,NaN,7,18.83,34,NaN,NaN,NaN,NaN
13,2,20,20,0,14,2,20,2,0,0.023,NaN,4,17.94,36,NaN,NaN,NaN,NaN
13,2,20,21,0,14,2,20,3,0,0.021,NaN,7,16.77,39,NaN,NaN,NaN,NaN
13,2,20,22,0,14,2,20,4,0,0.013,NaN,10,15.03,46,NaN,NaN,NaN,NaN
13,2,20,23,0,14,2,20,5,0,0.022,NaN,9,14.58,47,NaN,NaN,NaN,NaN
14,2,20,0,0,14,2,20,6,0,0.028,NaN,7,13.43,52,NaN,NaN,NaN,NaN
14,2,20,1,0,14,2,20,7,0,0.027,NaN,11,12.29,59,NaN,NaN,NaN,NaN
14,2,20,2,0,14,2,20,8,0,0.025,NaN,4,11.56,64,NaN,NaN,NaN,NaN
14,2,20,3,0,14,2,20,9,0,0.024,NaN,6,10.25,71,NaN,NaN,NaN,NaN
14,2,20,4,0,14,2,20,10,0,0.024,NaN,2,10.13,75,NaN,NaN,NaN,NaN
14,2,20,5,0,14,2,20,11,0,0.025,NaN,10,10.68,73,NaN,NaN,NaN,NaN
14,2,20,6,0,14,2,20,12,0,0.024,NaN,9,10.85,73,NaN,NaN,NaN,NaN
14,2,20,7,0,14,2,20,13,0,0.024,NaN,15,10.74,75,NaN,NaN,NaN,NaN
14,2,20,8,0,14,2,20,14,0,0.02,NaN,16,10.69,75,NaN,NaN,NaN,NaN
14,2,20,9,0,14,2,20,15,0,0.022,NaN,17,10.7,75,NaN,NaN,NaN,NaN
14,2,20,10,0,14,2,20,16,0,0.023,NaN,15,10.18,77,NaN,NaN,NaN,NaN
14,2,20,11,0,14,2,20,17,0,0.024,NaN,13,10.11,77,NaN,NaN,NaN,NaN
14,2,20,12,0,14,2,20,18,0,0.024,NaN,13,9.87,77,NaN,NaN,NaN,NaN
14,2,20,13,0,14,2,20,19,0,0.023,NaN,12,9.89,81,NaN,NaN,NaN,NaN
14,2,20,14,0,14,2,20,20,0,0.101,NaN,13,9.93,84,NaN,NaN,NaN,NaN
14,2,20,15,0,14,2,20,21,0,0.026,NaN,NaN,10.26,82,NaN,NaN,NaN,NaN
14,2,20,16,0,14,2,20,22,0,0.031,NaN,33,11.7,74,NaN,NaN,NaN,NaN
14,2,20,17,0,14,2,20,23,0,0.029,NaN,31,11.84,73,NaN,NaN,NaN,NaN
14,2,20,18,0,15,2,20,0,0,0.023,NaN,24,11.87,73,NaN,NaN,NaN,NaN
14,2,20,19,0,15,2,20,1,0,0.02,NaN,28,12.15,72,NaN,NaN,NaN,NaN
14,2,20,20,0,15,2,20,2,0,0.018,NaN,40,12.3,73,NaN,NaN,NaN,NaN
14,2,20,21,0,15,2,20,3,0,0.016,NaN,40,12.31,74,NaN,NaN,NaN,NaN
14,2,20,22,0,15,2,20,4,0,0.012,NaN,34,12.51,73,NaN,NaN,NaN,NaN
14,2,20,23,0,15,2,20,5,0,0.018,NaN,35,12.65,71,NaN,NaN,NaN,NaN
15,2,20,0,0,15,2,20,6,0,0.023,NaN,23,12.58,71,NaN,NaN,NaN,NaN
15,2,20,1,0,15,2,20,7,0,0.02,NaN,30,12.37,75,NaN,NaN,NaN,NaN
15,2,20,2,0,15,2,20,8,0,0.019,NaN,30,12.23,76,NaN,NaN,NaN,NaN
15,2,20,3,0,15,2,20,9,0,0.023,NaN,NaN,12.37,75,NaN,NaN,NaN,NaN
15,2,20,4,0,15,2,20,10,0,0.025,NaN,18,12.58,75,NaN,NaN,NaN,NaN
15,2,20,5,0,15,2,20,11,0,0.023,NaN,15,12.04,82,NaN,NaN,NaN,NaN
15,2,20,6,0,15,2,20,12,0,0.02,NaN,17,11.44,89,NaN,NaN,NaN,NaN
15,2,20,7,0,15,2,20,13,0,0.016,NaN,11,11.39,91,NaN,NaN,NaN,NaN
15,2,20,8,0,15,2,20,14,0,0.014,NaN,7,11.43,91,NaN,NaN,NaN,NaN
15,2,20,9,0,15,2,20,15,0,0.019,NaN,9,11.7,92,NaN,NaN,NaN,NaN
15,2,20,10,0,15,2,20,16,0,0.023,NaN,6,12.23,90,NaN,NaN,NaN,NaN
15,2,20,11,0,15,2,20,17,0,0.023,NaN,12,13.18,87,NaN,NaN,NaN,NaN
15,2,20,12,0,15,2,20,18,0,0.023,NaN,16,14.15,81,NaN,NaN,NaN,NaN
15,2,20,13,0,15,2,20,19,0,0.027,NaN,18,15.23,76,NaN,NaN,NaN,NaN
15,2,20,14,0,15,2,20,20,0,0.029,NaN,29,16.7,70,NaN,NaN,NaN,NaN
15,2,20,15,0,15,2,20,21,0,0.029,NaN,22,17.89,64,NaN,NaN,NaN,NaN
15,2,20,16,0,15,2,20,22,0,0.03,NaN,18,19.88,57,NaN,NaN,NaN,NaN
15,2,20,17,0,15,2,20,23,0,0.031,NaN,30,20.71,55,NaN,NaN,NaN,NaN
15,2,20,18,0,16,2,20,0,0,0.03,NaN,18,20.89,55,NaN,NaN,NaN,NaN
15,2,20,19,0,16,2,20,1,0,0.022,NaN,19,20.01,60,NaN,NaN,NaN,NaN
15,2,20,20,0,16,2,20,2,0,0.019,NaN,24,18.56,64,NaN,NaN,NaN,NaN
15,2,20,21,0,16,2,20,3,0,0.019,NaN,16,17.86,66,NaN,NaN,NaN,NaN
15,2,20,22,0,16,2,20,4,0,0.009,NaN,33,15.99,73,NaN,NaN,NaN,NaN
15,2,20,23,0,16,2,20,5,0,0.008,NaN,60,15.36,75,NaN,NaN,NaN,NaN
16,2,20,0,0,16,2,20,6,0,0.007,NaN,85,14.18,79,NaN,NaN,NaN,NaN
16,2,20,1,0,16,2,20,7,0,0.008,NaN,97,14.64,77,NaN,NaN,NaN,NaN
16,2,20,2,0,16,2,20,8,0,0.007,NaN,76,14.38,78,NaN,NaN,NaN,NaN
16,2,20,3,0,16,2,20,9,0,0.007,NaN,55,13.72,81,NaN,NaN,NaN,NaN
16,2,20,4,0,16,2,20,10,0,0.007,NaN,67,13.67,80,NaN,NaN,NaN,NaN
16,2,20,5,0,16,2,20,11,0,0.007,NaN,66,13.57,81,NaN,NaN,NaN,NaN
16,2,20,6,0,16,2,20,12,0,0.008,NaN,53,14.45,79,NaN,NaN,NaN,NaN
16,2,20,7,0,16,2,20,13,0,0.008,NaN,83,14.04,80,NaN,NaN,NaN,NaN
16,2,20,8,0,16,2,20,14,0,0.008,NaN,48,13.84,80,NaN,NaN,NaN,NaN
16,2,20,9,0,16,2,20,15,0,0.014,NaN,26,16.61,70,NaN,NaN,NaN,NaN
16,2,20,10,0,16,2,20,16,0,0.023,NaN,4,20.15,57,NaN,NaN,NaN,NaN
16,2,20,11,0,16,2,20,17,0,0.028,NaN,10,21.73,52,NaN,NaN,NaN,NaN
16,2,20,12,0,16,2,20,18,0,0.033,NaN,10,23.83,47,NaN,NaN,NaN,NaN
16,2,20,13,0,16,2,20,19,0,0.036,NaN,15,24.95,45,NaN,NaN,NaN,NaN
16,2,20,14,0,16,2,20,20,0,0.04,NaN,18,25.93,43,NaN,NaN,NaN,NaN
16,2,20,15,0,16,2,20,21,0,0.043,NaN,24,26.44,41,NaN,NaN,NaN,NaN
16,2,20,16,0,16,2,20,22,0,0.038,NaN,30,26.56,41,NaN,NaN,NaN,NaN
16,2,20,17,0,16,2,20,23,0,0.04,NaN,19,27.24,39,NaN,NaN,NaN,NaN
16,2,20,18,0,17,2,20,0,0,0.039,NaN,29,26.9,40,NaN,NaN,NaN,NaN
16,2,20,19,0,17,2,20,1,0,0.025,NaN,26,25.09,46,NaN,NaN,NaN,NaN
16,2,20,20,0,17,2,20,2,0,0.017,NaN,15,23.92,50,NaN,NaN,NaN,NaN
16,2,20,21,0,17,2,20,3,0,0.01,NaN,23,22.23,57,NaN,NaN,NaN,NaN
16,2,20,22,0,17,2,20,4,0,0.007,NaN,51,20.92,62,NaN,NaN,NaN,NaN
16,2,20,23,0,17,2,20,5,0,0.007,NaN,46,19.71,65,NaN,NaN,NaN,NaN
17,2,20,0,0,17,2,20,6,0,0.007,NaN,37,19.07,68,NaN,NaN,NaN,NaN
17,2,20,1,0,17,2,20,7,0,0.015,NaN,23,18.35,70,NaN,NaN,NaN,NaN
17,2,20,2,0,17,2,20,8,0,0.019,NaN,14,17.91,74,NaN,NaN,NaN,NaN
17,2,20,3,0,17,2,20,9,0,0.011,NaN,16,17.01,78,NaN,NaN,NaN,NaN
17,2,20,4,0,17,2,20,10,0,0.008,NaN,14,16.22,82,NaN,NaN,NaN,NaN
17,2,20,5,0,17,2,20,11,0,0.007,NaN,13,16.02,85,NaN,NaN,NaN,NaN
17,2,20,6,0,17,2,20,12,0,0.006,NaN,21,15.99,86,NaN,NaN,NaN,NaN
17,2,20,7,0,17,2,20,13,0,0.006,NaN,30,15.81,86,NaN,NaN,NaN,NaN
17,2,20,8,0,17,2,20,14,0,0.007,NaN,35,16.16,85,NaN,NaN,NaN,NaN
17,2,20,9,0,17,2,20,15,0,0.009,NaN,39,17.81,87,NaN,NaN,NaN,NaN
17,2,20,10,0,17,2,20,16,0,0.014,NaN,23,20.42,79,NaN,NaN,NaN,NaN
17,2,20,11,0,17,2,20,17,0,0.019,NaN,21,22.75,69,NaN,NaN,NaN,NaN
17,2,20,12,0,17,2,20,18,0,0.023,NaN,28,24.59,62,NaN,NaN,NaN,NaN
17,2,20,13,0,17,2,20,19,0,0.036,NaN,25,26.75,50,NaN,NaN,NaN,NaN
17,2,20,14,0,17,2,20,20,0,0.048,NaN,31,28.11,43,NaN,NaN,NaN,NaN
17,2,20,15,0,17,2,20,21,0,0.031,NaN,27,28.94,43,NaN,NaN,NaN,NaN
17,2,20,16,0,17,2,20,22,0,0.033,NaN,20,29.94,39,NaN,NaN,NaN,NaN
17,2,20,17,0,17,2,20,23,0,0.033,NaN,26,29.69,40,NaN,NaN,NaN,NaN
17,2,20,18,0,18,2,20,0,0,0.029,NaN,28,28.14,45,NaN,NaN,NaN,NaN
17,2,20,19,0,18,2,20,1,0,0.019,NaN,17,27.56,47,NaN,NaN,NaN,NaN
17,2,20,20,0,18,2,20,2,0,0.012,NaN,28,26.66,50,NaN,NaN,NaN,NaN
17,2,20,21,0,18,2,20,3,0,0.013,NaN,35,25.54,56,NaN,NaN,NaN,NaN
17,2,20,22,0,18,2,20,4,0,0.016,NaN,28,24.74,58,NaN,NaN,NaN,NaN
17,2,20,23,0,18,2,20,5,0,0.018,NaN,22,23.64,61,NaN,NaN,NaN,NaN
18,2,20,0,0,18,2,20,6,0,0.015,NaN,19,22.35,67,NaN,NaN,NaN,NaN
18,2,20,1,0,18,2,20,7,0,0.018,NaN,13,22.2,67,NaN,NaN,NaN,NaN
18,2,20,2,0,18,2,20,8,0,0.019,NaN,16,21.7,69,NaN,NaN,NaN,NaN
18,2,20,3,0,18,2,20,9,0,0.012,NaN,16,20.58,75,NaN,NaN,NaN,NaN
18,2,20,4,0,18,2,20,10,0,0.016,NaN,23,19.9,79,NaN,NaN,NaN,NaN
18,2,20,5,0,18,2,20,11,0,0.013,NaN,25,19.38,81,NaN,NaN,NaN,NaN
18,2,20,6,0,18,2,20,12,0,0.008,NaN,28,18.42,84,NaN,NaN,NaN,NaN
18,2,20,7,0,18,2,20,13,0,0.007,NaN,22,17.73,87,NaN,NaN,NaN,NaN
18,2,20,8,0,18,2,20,14,0,0.009,NaN,23,18,87,NaN,NaN,NaN,NaN
18,2,20,9,0,18,2,20,15,0,0.013,NaN,24,19,84,NaN,NaN,NaN,NaN
18,2,20,10,0,18,2,20,16,0,0.017,NaN,16,21.09,77,NaN,NaN,NaN,NaN
18,2,20,11,0,18,2,20,17,0,0.021,NaN,17,24.14,66,NaN,NaN,NaN,NaN
18,2,20,12,0,18,2,20,18,0,0.023,NaN,26,27.1,55,NaN,NaN,NaN,NaN
18,2,20,13,0,18,2,20,19,0,0.029,NaN,40,27.91,51,NaN,NaN,NaN,NaN
18,2,20,14,0,18,2,20,20,0,0.038,NaN,29,29.37,45,NaN,NaN,NaN,NaN
18,2,20,15,0,18,2,20,21,0,0.033,NaN,27,30.5,42,NaN,NaN,NaN,NaN
18,2,20,16,0,18,2,20,22,0,0.038,NaN,27,30.75,40,NaN,NaN,NaN,NaN
18,2,20,17,0,18,2,20,23,0,0.037,NaN,28,31.24,39,NaN,NaN,NaN,NaN
18,2,20,18,0,19,2,20,0,0,0.036,NaN,29,30.98,39,NaN,NaN,NaN,NaN
18,2,20,19,0,19,2,20,1,0,0.029,NaN,28,29.09,43,NaN,NaN,NaN,NaN
18,2,20,20,0,19,2,20,2,0,0.027,NaN,23,27.63,48,NaN,NaN,NaN,NaN
18,2,20,21,0,19,2,20,3,0,0.016,NaN,26,26.61,51,NaN,NaN,NaN,NaN
18,2,20,22,0,19,2,20,4,0,0.022,NaN,28,25.27,58,NaN,NaN,NaN,NaN
18,2,20,23,0,19,2,20,5,0,0.021,NaN,29,24.07,63,NaN,NaN,NaN,NaN
19,2,20,0,0,19,2,20,6,0,0.019,NaN,21,22.63,69,NaN,NaN,NaN,NaN
19,2,20,1,0,19,2,20,7,0,0.018,NaN,18,21.12,72,NaN,NaN,NaN,NaN
19,2,20,2,0,19,2,20,8,0,0.015,NaN,14,20.12,70,NaN,NaN,NaN,NaN
19,2,20,3,0,19,2,20,9,0,0.016,NaN,13,19.26,69,NaN,NaN,NaN,NaN
19,2,20,4,0,19,2,20,10,0,0.016,NaN,10,18.12,72,NaN,NaN,NaN,NaN
19,2,20,5,0,19,2,20,11,0,0.015,NaN,7,17.28,75,NaN,NaN,NaN,NaN
19,2,20,6,0,19,2,20,12,0,0.015,NaN,11,15.1,86,NaN,NaN,NaN,NaN
19,2,20,7,0,19,2,20,13,0,0.012,NaN,3,13.99,90,NaN,NaN,NaN,NaN
19,2,20,8,0,19,2,20,14,0,0.011,NaN,NaN,13.74,90,NaN,NaN,NaN,NaN
19,2,20,9,0,19,2,20,15,0,0.012,NaN,NaN,13.6,90,NaN,NaN,NaN,NaN
19,2,20,10,0,19,2,20,16,0,0.012,NaN,5,13.63,90,NaN,NaN,NaN,NaN
19,2,20,11,0,19,2,20,17,0,0.013,NaN,8,13.73,90,NaN,NaN,NaN,NaN
