# Local Datetime (mm,dd,yyyy HH,mm),UTC Datetime (mm,dd,yyyy HH,mm),O3 (ppb),PM10 (µg,m3),PM2.5 (µg,m3),Temperature (ºC),Relative humidity (%),Barometric pressure (mBar),Wind speed (m,s),Wind direction (degree)
12,5,20,16,0,12,5,20,22,0,0.044,NaN,24,30.24,45,NaN,NaN,NaN,NaN
12,5,20,17,0,12,5,20,23,0,0.038,NaN,27,30.27,46,NaN,NaN,NaN,NaN
12,5,20,18,0,13,5,20,0,0,0.035,NaN,25,29.99,48,NaN,NaN,NaN,NaN
12,5,20,19,0,13,5,20,1,0,0.032,NaN,11,29.71,49,NaN,NaN,NaN,NaN
12,5,20,20,0,13,5,20,2,0,0.026,NaN,21,29.04,52,NaN,NaN,NaN,NaN
12,5,20,21,0,13,5,20,3,0,0.022,NaN,15,28.41,56,NaN,NaN,NaN,NaN
12,5,20,22,0,13,5,20,4,0,0.025,NaN,14,26.95,64,NaN,NaN,NaN,NaN
12,5,20,23,0,13,5,20,5,0,0.027,NaN,4,26,67,NaN,NaN,NaN,NaN
13,5,20,0,0,13,5,20,6,0,0.024,NaN,11,25.06,71,NaN,NaN,NaN,NaN
13,5,20,1,0,13,5,20,7,0,0.025,NaN,3,24.26,75,NaN,NaN,NaN,NaN
13,5,20,2,0,13,5,20,8,0,0.021,NaN,11,23.61,78,NaN,NaN,NaN,NaN
13,5,20,3,0,13,5,20,9,0,0.021,NaN,3,23.21,78,NaN,NaN,NaN,NaN
13,5,20,4,0,13,5,20,10,0,0.022,NaN,10,23.07,79,NaN,NaN,NaN,NaN
13,5,20,5,0,13,5,20,11,0,0.022,NaN,8,22.87,81,NaN,NaN,NaN,NaN
13,5,20,6,0,13,5,20,12,0,0.021,NaN,15,22.54,83,NaN,NaN,NaN,NaN
13,5,20,7,0,13,5,20,13,0,0.017,NaN,14,22.59,83,NaN,NaN,NaN,NaN
13,5,20,8,0,13,5,20,14,0,0.018,NaN,13,23.09,81,NaN,NaN,NaN,NaN
13,5,20,9,0,13,5,20,15,0,0.019,NaN,32,23.31,81,NaN,NaN,NaN,NaN
13,5,20,10,0,13,5,20,16,0,0.021,NaN,NaN,24.46,75,NaN,NaN,NaN,NaN
13,5,20,11,0,13,5,20,17,0,0.024,NaN,NaN,25.69,71,NaN,NaN,NaN,NaN
13,5,20,12,0,13,5,20,18,0,0.026,NaN,NaN,27.48,65,NaN,NaN,NaN,NaN
13,5,20,13,0,13,5,20,19,0,0.027,NaN,3,29.52,59,NaN,NaN,NaN,NaN
13,5,20,14,0,13,5,20,20,0,0.027,NaN,14,30.54,54,NaN,NaN,NaN,NaN
13,5,20,15,0,13,5,20,21,0,0.029,NaN,11,31.62,50,NaN,NaN,NaN,NaN
13,5,20,16,0,13,5,20,22,0,0.03,NaN,16,32.06,47,NaN,NaN,NaN,NaN
13,5,20,17,0,13,5,20,23,0,0.03,NaN,12,32.76,45,NaN,NaN,NaN,NaN
13,5,20,18,0,14,5,20,0,0,0.029,NaN,23,32.71,45,NaN,NaN,NaN,NaN
13,5,20,19,0,14,5,20,1,0,0.027,NaN,32,32.05,49,NaN,NaN,NaN,NaN
13,5,20,20,0,14,5,20,2,0,0.024,NaN,28,27.67,63,NaN,NaN,NaN,NaN
13,5,20,21,0,14,5,20,3,0,0.031,NaN,NaN,23.68,65,NaN,NaN,NaN,NaN
13,5,20,22,0,14,5,20,4,0,0.031,NaN,5,23.49,68,NaN,NaN,NaN,NaN
13,5,20,23,0,14,5,20,5,0,0.026,NaN,17,24.03,70,NaN,NaN,NaN,NaN
14,5,20,0,0,14,5,20,6,0,0.024,NaN,11,24.01,78,NaN,NaN,NaN,NaN
14,5,20,1,0,14,5,20,7,0,0.021,NaN,25,23.85,81,NaN,NaN,NaN,NaN
14,5,20,2,0,14,5,20,8,0,0.02,NaN,11,23.86,81,NaN,NaN,NaN,NaN
14,5,20,3,0,14,5,20,9,0,0.018,NaN,20,23.77,84,NaN,NaN,NaN,NaN
14,5,20,4,0,14,5,20,10,0,0.019,NaN,10,23.84,82,NaN,NaN,NaN,NaN
14,5,20,5,0,14,5,20,11,0,0.018,NaN,14,23.41,85,NaN,NaN,NaN,NaN
14,5,20,6,0,14,5,20,12,0,0.017,NaN,10,22.83,89,NaN,NaN,NaN,NaN
14,5,20,7,0,14,5,20,13,0,0.014,NaN,13,22.82,89,NaN,NaN,NaN,NaN
14,5,20,8,0,14,5,20,14,0,0.016,NaN,16,23.18,88,NaN,NaN,NaN,NaN
14,5,20,9,0,14,5,20,15,0,0.018,NaN,2,23.32,86,NaN,NaN,NaN,NaN
14,5,20,10,0,14,5,20,16,0,0.017,NaN,21,23.59,87,NaN,NaN,NaN,NaN
14,5,20,11,0,14,5,20,17,0,0.02,NaN,3,25.48,79,NaN,NaN,NaN,NaN
14,5,20,12,0,14,5,20,18,0,0.023,NaN,7,27.32,71,NaN,NaN,NaN,NaN
14,5,20,13,0,14,5,20,19,0,0.026,NaN,17,29.05,62,NaN,NaN,NaN,NaN
14,5,20,14,0,14,5,20,20,0,0.028,NaN,20,30.37,57,NaN,NaN,NaN,NaN
14,5,20,15,0,14,5,20,21,0,0.03,NaN,19,31.3,52,NaN,NaN,NaN,NaN
14,5,20,16,0,14,5,20,22,0,0.03,NaN,16,31.94,48,NaN,NaN,NaN,NaN
14,5,20,17,0,14,5,20,23,0,0.03,NaN,24,32.2,48,NaN,NaN,NaN,NaN
14,5,20,18,0,15,5,20,0,0,0.03,NaN,19,32.39,45,NaN,NaN,NaN,NaN
14,5,20,19,0,15,5,20,1,0,0.028,NaN,30,32.13,48,NaN,NaN,NaN,NaN
14,5,20,20,0,15,5,20,2,0,0.023,NaN,39,30.88,52,NaN,NaN,NaN,NaN
14,5,20,21,0,15,5,20,3,0,0.022,NaN,23,29.82,57,NaN,NaN,NaN,NaN
14,5,20,22,0,15,5,20,4,0,0.023,NaN,NaN,28.7,64,NaN,NaN,NaN,NaN
14,5,20,23,0,15,5,20,5,0,0.023,NaN,NaN,27.63,68,NaN,NaN,NaN,NaN
15,5,20,0,0,15,5,20,6,0,0.021,NaN,NaN,26.5,74,NaN,NaN,NaN,NaN
15,5,20,1,0,15,5,20,7,0,0.02,NaN,2,25.79,77,NaN,NaN,NaN,NaN
15,5,20,2,0,15,5,20,8,0,0.02,NaN,12,25.37,77,NaN,NaN,NaN,NaN
15,5,20,3,0,15,5,20,9,0,0.019,NaN,22,25.01,78,NaN,NaN,NaN,NaN
15,5,20,4,0,15,5,20,10,0,0.017,NaN,30,24.28,82,NaN,NaN,NaN,NaN
15,5,20,5,0,15,5,20,11,0,0.017,NaN,33,24.03,83,NaN,NaN,NaN,NaN
15,5,20,6,0,15,5,20,12,0,0.017,NaN,34,23.95,84,NaN,NaN,NaN,NaN
15,5,20,7,0,15,5,20,13,0,0.016,NaN,33,24.01,84,NaN,NaN,NaN,NaN
15,5,20,8,0,15,5,20,14,0,0.017,NaN,32,24.31,83,NaN,NaN,NaN,NaN
15,5,20,9,0,15,5,20,15,0,0.018,NaN,25,24.98,81,NaN,NaN,NaN,NaN
15,5,20,10,0,15,5,20,16,0,0.02,NaN,17,25.93,77,NaN,NaN,NaN,NaN
15,5,20,11,0,15,5,20,17,0,0.023,NaN,16,27.24,71,NaN,NaN,NaN,NaN
15,5,20,12,0,15,5,20,18,0,0.025,NaN,15,28.89,64,NaN,NaN,NaN,NaN
15,5,20,13,0,15,5,20,19,0,0.029,NaN,21,30.15,57,NaN,NaN,NaN,NaN
15,5,20,14,0,15,5,20,20,0,0.03,NaN,38,31.39,53,NaN,NaN,NaN,NaN
15,5,20,15,0,15,5,20,21,0,0.031,NaN,40,32.25,50,NaN,NaN,NaN,NaN
15,5,20,16,0,15,5,20,22,0,0.031,NaN,37,33.01,47,NaN,NaN,NaN,NaN
15,5,20,17,0,15,5,20,23,0,0.031,NaN,47,33.23,47,NaN,NaN,NaN,NaN
15,5,20,18,0,16,5,20,0,0,0.029,NaN,51,33.3,48,NaN,NaN,NaN,NaN
15,5,20,19,0,16,5,20,1,0,0.027,NaN,48,33.3,48,NaN,NaN,NaN,NaN
15,5,20,20,0,16,5,20,2,0,0.022,NaN,91,31.33,59,NaN,NaN,NaN,NaN
15,5,20,21,0,16,5,20,3,0,0.023,NaN,30,29.15,62,NaN,NaN,NaN,NaN
15,5,20,22,0,16,5,20,4,0,0.025,NaN,11,27.79,64,NaN,NaN,NaN,NaN
15,5,20,23,0,16,5,20,5,0,0.024,NaN,53,26.7,71,NaN,NaN,NaN,NaN
16,5,20,0,0,16,5,20,6,0,0.02,NaN,NaN,26.52,76,NaN,NaN,NaN,NaN
16,5,20,1,0,16,5,20,7,0,0.018,NaN,NaN,25.85,79,NaN,NaN,NaN,NaN
16,5,20,2,0,16,5,20,8,0,0.019,NaN,30,25.74,80,NaN,NaN,NaN,NaN
16,5,20,3,0,16,5,20,9,0,0.02,NaN,34,25.91,79,NaN,NaN,NaN,NaN
16,5,20,4,0,16,5,20,10,0,0.02,NaN,34,25.91,80,NaN,NaN,NaN,NaN
16,5,20,5,0,16,5,20,11,0,0.019,NaN,NaN,25.86,81,NaN,NaN,NaN,NaN
16,5,20,6,0,16,5,20,12,0,0.017,NaN,37,25.72,81,NaN,NaN,NaN,NaN
16,5,20,7,0,16,5,20,13,0,0.019,NaN,31,25.72,81,NaN,NaN,NaN,NaN
16,5,20,8,0,16,5,20,14,0,0.018,NaN,36,25.94,80,NaN,NaN,NaN,NaN
16,5,20,9,0,16,5,20,15,0,0.019,NaN,10,26.09,76,NaN,NaN,NaN,NaN
16,5,20,10,0,16,5,20,16,0,0.023,NaN,5,27.37,71,NaN,NaN,NaN,NaN
16,5,20,11,0,16,5,20,17,0,0.025,NaN,19,28.94,67,NaN,NaN,NaN,NaN
16,5,20,12,0,16,5,20,18,0,0.027,NaN,48,28.99,66,NaN,NaN,NaN,NaN
16,5,20,13,0,16,5,20,19,0,0.033,NaN,NaN,30.11,60,NaN,NaN,NaN,NaN
16,5,20,14,0,16,5,20,20,0,0.041,NaN,NaN,31.9,52,NaN,NaN,NaN,NaN
16,5,20,15,0,16,5,20,21,0,0.037,NaN,17,31.86,50,NaN,NaN,NaN,NaN
16,5,20,16,0,16,5,20,22,0,0.032,NaN,18,32.01,49,NaN,NaN,NaN,NaN
16,5,20,17,0,16,5,20,23,0,0.032,NaN,22,32.08,48,NaN,NaN,NaN,NaN
16,5,20,18,0,17,5,20,0,0,0.033,NaN,28,31.21,52,NaN,NaN,NaN,NaN
16,5,20,19,0,17,5,20,1,0,0.032,NaN,35,29.6,59,NaN,NaN,NaN,NaN
16,5,20,20,0,17,5,20,2,0,0.034,NaN,40,24.44,72,NaN,NaN,NaN,NaN
16,5,20,21,0,17,5,20,3,0,0.04,NaN,NaN,19.31,78,NaN,NaN,NaN,NaN
16,5,20,22,0,17,5,20,4,0,0.025,NaN,NaN,20.92,72,NaN,NaN,NaN,NaN
16,5,20,23,0,17,5,20,5,0,0.024,NaN,NaN,20.3,79,NaN,NaN,NaN,NaN
17,5,20,0,0,17,5,20,6,0,0.016,NaN,NaN,19.91,84,NaN,NaN,NaN,NaN
17,5,20,1,0,17,5,20,7,0,0.012,NaN,7,19.58,86,NaN,NaN,NaN,NaN
17,5,20,2,0,17,5,20,8,0,0.014,NaN,19,19.25,86,NaN,NaN,NaN,NaN
17,5,20,3,0,17,5,20,9,0,0.02,NaN,19,19.35,85,NaN,NaN,NaN,NaN
17,5,20,4,0,17,5,20,10,0,0.021,NaN,11,19.42,86,NaN,NaN,NaN,NaN
17,5,20,5,0,17,5,20,11,0,0.02,NaN,3,19.58,87,NaN,NaN,NaN,NaN
17,5,20,6,0,17,5,20,12,0,0.016,NaN,15,19.45,88,NaN,NaN,NaN,NaN
17,5,20,7,0,17,5,20,13,0,0.014,NaN,25,20.9,84,NaN,NaN,NaN,NaN
17,5,20,8,0,17,5,20,14,0,0.014,NaN,16,22.57,77,NaN,NaN,NaN,NaN
17,5,20,9,0,17,5,20,15,0,0.026,NaN,25,25.79,65,NaN,NaN,NaN,NaN
17,5,20,10,0,17,5,20,16,0,0.034,NaN,28,27.02,60,NaN,NaN,NaN,NaN
17,5,20,11,0,17,5,20,17,0,0.036,NaN,19,28.31,55,NaN,NaN,NaN,NaN
17,5,20,12,0,17,5,20,18,0,0.037,NaN,23,30.17,48,NaN,NaN,NaN,NaN
17,5,20,13,0,17,5,20,19,0,0.038,NaN,27,31.32,45,NaN,NaN,NaN,NaN
17,5,20,14,0,17,5,20,20,0,0.039,NaN,21,32.24,44,NaN,NaN,NaN,NaN
17,5,20,15,0,17,5,20,21,0,0.038,NaN,19,32.8,43,NaN,NaN,NaN,NaN
17,5,20,16,0,17,5,20,22,0,0.037,NaN,21,33.73,39,NaN,NaN,NaN,NaN
17,5,20,17,0,17,5,20,23,0,0.038,NaN,22,33.89,35,NaN,NaN,NaN,NaN
17,5,20,18,0,18,5,20,0,0,0.037,NaN,22,32.1,41,NaN,NaN,NaN,NaN
17,5,20,19,0,18,5,20,1,0,0.038,NaN,9,31.61,43,NaN,NaN,NaN,NaN
17,5,20,20,0,18,5,20,2,0,0.036,NaN,13,29.34,46,NaN,NaN,NaN,NaN
17,5,20,21,0,18,5,20,3,0,0.034,NaN,NaN,26.56,57,NaN,NaN,NaN,NaN
17,5,20,22,0,18,5,20,4,0,0.032,NaN,7,25.17,63,NaN,NaN,NaN,NaN
17,5,20,23,0,18,5,20,5,0,0.03,NaN,3,23.96,68,NaN,NaN,NaN,NaN
18,5,20,0,0,18,5,20,6,0,0.03,NaN,5,22.98,72,NaN,NaN,NaN,NaN
18,5,20,1,0,18,5,20,7,0,0.03,NaN,7,22.2,73,NaN,NaN,NaN,NaN
18,5,20,2,0,18,5,20,8,0,0.025,NaN,NaN,21.89,75,NaN,NaN,NaN,NaN
18,5,20,3,0,18,5,20,9,0,0.022,NaN,6,20.72,79,NaN,NaN,NaN,NaN
18,5,20,4,0,18,5,20,10,0,0.018,NaN,8,20.28,81,NaN,NaN,NaN,NaN
18,5,20,5,0,18,5,20,11,0,0.009,NaN,NaN,19.63,84,NaN,NaN,NaN,NaN
18,5,20,6,0,18,5,20,12,0,0.007,NaN,6,19.46,85,NaN,NaN,NaN,NaN
18,5,20,7,0,18,5,20,13,0,0.01,NaN,NaN,20.32,82,NaN,NaN,NaN,NaN
18,5,20,8,0,18,5,20,14,0,0.021,NaN,NaN,23.6,72,NaN,NaN,NaN,NaN
18,5,20,9,0,18,5,20,15,0,0.028,NaN,10,25.5,65,NaN,NaN,NaN,NaN
18,5,20,10,0,18,5,20,16,0,0.037,NaN,21,27.46,56,NaN,NaN,NaN,NaN
18,5,20,11,0,18,5,20,17,0,0.031,NaN,31,28.07,53,NaN,NaN,NaN,NaN
18,5,20,12,0,18,5,20,18,0,0.033,NaN,19,29.97,50,NaN,NaN,NaN,NaN
18,5,20,13,0,18,5,20,19,0,0.036,NaN,13,32.46,43,NaN,NaN,NaN,NaN
18,5,20,14,0,18,5,20,20,0,0.037,NaN,10,34.12,36,NaN,NaN,NaN,NaN
18,5,20,15,0,18,5,20,21,0,0.037,NaN,22,35.08,32,NaN,NaN,NaN,NaN
18,5,20,16,0,18,5,20,22,0,0.038,NaN,20,35.47,31,NaN,NaN,NaN,NaN
18,5,20,17,0,18,5,20,23,0,0.039,NaN,24,35.4,31,NaN,NaN,NaN,NaN
18,5,20,18,0,19,5,20,0,0,0.038,NaN,19,34.95,30,NaN,NaN,NaN,NaN
18,5,20,19,0,19,5,20,1,0,0.036,NaN,19,34.07,31,NaN,NaN,NaN,NaN
18,5,20,20,0,19,5,20,2,0,0.028,NaN,17,32.68,34,NaN,NaN,NaN,NaN
18,5,20,21,0,19,5,20,3,0,0.028,NaN,14,31.6,39,NaN,NaN,NaN,NaN
18,5,20,22,0,19,5,20,4,0,0.023,NaN,19,29.79,51,NaN,NaN,NaN,NaN
18,5,20,23,0,19,5,20,5,0,0.024,NaN,21,27.63,60,NaN,NaN,NaN,NaN
19,5,20,0,0,19,5,20,6,0,0.024,NaN,10,26.83,63,NaN,NaN,NaN,NaN
19,5,20,1,0,19,5,20,7,0,0.021,NaN,3,26.17,65,NaN,NaN,NaN,NaN
19,5,20,2,0,19,5,20,8,0,0.019,NaN,12,24.84,70,NaN,NaN,NaN,NaN
19,5,20,3,0,19,5,20,9,0,0.018,NaN,10,24.07,74,NaN,NaN,NaN,NaN
19,5,20,4,0,19,5,20,10,0,0.019,NaN,13,23.56,77,NaN,NaN,NaN,NaN
19,5,20,5,0,19,5,20,11,0,0.015,NaN,10,22.94,80,NaN,NaN,NaN,NaN
19,5,20,6,0,19,5,20,12,0,0.01,NaN,17,21.87,84,NaN,NaN,NaN,NaN
19,5,20,7,0,19,5,20,13,0,0.015,NaN,24,22.36,83,NaN,NaN,NaN,NaN
19,5,20,8,0,19,5,20,14,0,0.015,NaN,7,23.42,81,NaN,NaN,NaN,NaN
19,5,20,9,0,19,5,20,15,0,0.02,NaN,13,25.53,73,NaN,NaN,NaN,NaN
19,5,20,10,0,19,5,20,16,0,0.027,NaN,34,27.36,64,NaN,NaN,NaN,NaN
19,5,20,11,0,19,5,20,17,0,0.028,NaN,50,28.12,60,NaN,NaN,NaN,NaN
19,5,20,12,0,19,5,20,18,0,0.029,NaN,28,30.16,54,NaN,NaN,NaN,NaN
19,5,20,13,0,19,5,20,19,0,0.032,NaN,23,32.26,46,NaN,NaN,NaN,NaN
19,5,20,14,0,19,5,20,20,0,0.034,NaN,22,33.88,38,NaN,NaN,NaN,NaN
19,5,20,15,0,19,5,20,21,0,0.034,NaN,32,35.18,37,NaN,NaN,NaN,NaN
19,5,20,16,0,19,5,20,22,0,0.034,NaN,33,35.37,35,NaN,NaN,NaN,NaN
19,5,20,17,0,19,5,20,23,0,0.033,NaN,52,33.96,37,NaN,NaN,NaN,NaN
19,5,20,18,0,20,5,20,0,0,0.028,NaN,NaN,32.89,43,NaN,NaN,NaN,NaN
19,5,20,19,0,20,5,20,1,0,0.026,NaN,NaN,32.13,46,NaN,NaN,NaN,NaN
19,5,20,20,0,20,5,20,2,0,0.024,NaN,NaN,31.86,46,NaN,NaN,NaN,NaN
19,5,20,21,0,20,5,20,3,0,0.019,NaN,10,31.32,49,NaN,NaN,NaN,NaN
19,5,20,22,0,20,5,20,4,0,0.021,NaN,6,31.16,51,NaN,NaN,NaN,NaN
19,5,20,23,0,20,5,20,5,0,0.022,NaN,NaN,30.12,53,NaN,NaN,NaN,NaN
20,5,20,0,0,20,5,20,6,0,0.024,NaN,NaN,29,55,NaN,NaN,NaN,NaN
20,5,20,1,0,20,5,20,7,0,0.023,NaN,NaN,27.45,61,NaN,NaN,NaN,NaN
20,5,20,2,0,20,5,20,8,0,0.021,NaN,NaN,26.75,63,NaN,NaN,NaN,NaN
20,5,20,3,0,20,5,20,9,0,0.019,NaN,NaN,25.86,66,NaN,NaN,NaN,NaN
20,5,20,4,0,20,5,20,10,0,0.017,NaN,NaN,25.43,70,NaN,NaN,NaN,NaN
20,5,20,5,0,20,5,20,11,0,0.016,NaN,NaN,24.6,73,NaN,NaN,NaN,NaN
20,5,20,6,0,20,5,20,12,0,0.014,NaN,NaN,24.24,75,NaN,NaN,NaN,NaN
20,5,20,7,0,20,5,20,13,0,0.013,NaN,NaN,24.42,75,NaN,NaN,NaN,NaN
20,5,20,8,0,20,5,20,14,0,0.018,NaN,NaN,25.1,74,NaN,NaN,NaN,NaN
20,5,20,9,0,20,5,20,15,0,0.021,NaN,NaN,25.7,73,NaN,NaN,NaN,NaN
20,5,20,10,0,20,5,20,16,0,0.022,NaN,NaN,26.78,69,NaN,NaN,NaN,NaN
20,5,20,11,0,20,5,20,17,0,0.025,NaN,NaN,28.51,62,NaN,NaN,NaN,NaN
20,5,20,12,0,20,5,20,18,0,0.029,NaN,NaN,30.06,57,NaN,NaN,NaN,NaN
20,5,20,13,0,20,5,20,19,0,0.031,NaN,NaN,31.69,52,NaN,NaN,NaN,NaN
20,5,20,14,0,20,5,20,20,0,0.033,NaN,NaN,31.19,53,NaN,NaN,NaN,NaN
20,5,20,15,0,20,5,20,21,0,0.034,NaN,NaN,31.28,53,NaN,NaN,NaN,NaN
20,5,20,16,0,20,5,20,22,0,0.032,NaN,NaN,32.41,51,NaN,NaN,NaN,NaN
20,5,20,17,0,20,5,20,23,0,0.031,NaN,NaN,33.38,44,NaN,NaN,NaN,NaN
20,5,20,18,0,21,5,20,0,0,0.031,NaN,NaN,33.39,43,NaN,NaN,NaN,NaN
20,5,20,19,0,21,5,20,1,0,0.027,NaN,NaN,33.13,46,NaN,NaN,NaN,NaN
20,5,20,20,0,21,5,20,2,0,0.023,NaN,NaN,31.89,50,NaN,NaN,NaN,NaN
20,5,20,21,0,21,5,20,3,0,0.022,NaN,NaN,31.04,54,NaN,NaN,NaN,NaN
20,5,20,22,0,21,5,20,4,0,0.021,NaN,NaN,30.2,60,NaN,NaN,NaN,NaN
20,5,20,23,0,21,5,20,5,0,0.023,NaN,NaN,29.09,64,NaN,NaN,NaN,NaN
21,5,20,0,0,21,5,20,6,0,0.025,NaN,NaN,28.38,65,NaN,NaN,NaN,NaN
21,5,20,1,0,21,5,20,7,0,0.025,NaN,NaN,27.39,69,NaN,NaN,NaN,NaN
21,5,20,2,0,21,5,20,8,0,0.024,NaN,NaN,26.76,72,NaN,NaN,NaN,NaN
21,5,20,3,0,21,5,20,9,0,0.022,NaN,NaN,26.01,74,NaN,NaN,NaN,NaN
21,5,20,4,0,21,5,20,10,0,0.021,NaN,NaN,25.48,77,NaN,NaN,NaN,NaN
21,5,20,5,0,21,5,20,11,0,0.023,NaN,NaN,25.62,77,NaN,NaN,NaN,NaN
21,5,20,6,0,21,5,20,12,0,0.022,NaN,NaN,25.07,81,NaN,NaN,NaN,NaN
21,5,20,7,0,21,5,20,13,0,0.02,NaN,NaN,24.93,81,NaN,NaN,NaN,NaN
21,5,20,8,0,21,5,20,14,0,0.018,NaN,NaN,24.64,85,NaN,NaN,NaN,NaN
21,5,20,9,0,21,5,20,15,0,0.019,NaN,NaN,24.86,85,NaN,NaN,NaN,NaN
21,5,20,10,0,21,5,20,16,0,0.021,NaN,NaN,26,79,NaN,NaN,NaN,NaN
21,5,20,11,0,21,5,20,17,0,0.025,NaN,NaN,27.89,70,NaN,NaN,NaN,NaN
21,5,20,12,0,21,5,20,18,0,0.024,NaN,NaN,28.17,71,NaN,NaN,NaN,NaN
21,5,20,13,0,21,5,20,19,0,0.028,NaN,NaN,29.55,64,NaN,NaN,NaN,NaN
21,5,20,14,0,21,5,20,20,0,0.03,NaN,NaN,30.71,56,NaN,NaN,NaN,NaN
21,5,20,15,0,21,5,20,21,0,0.028,NaN,NaN,29.87,58,NaN,NaN,NaN,NaN
21,5,20,16,0,21,5,20,22,0,0.027,NaN,NaN,30.35,58,NaN,NaN,NaN,NaN
21,5,20,17,0,21,5,20,23,0,0.027,NaN,NaN,30.49,56,NaN,NaN,NaN,NaN
21,5,20,18,0,22,5,20,0,0,0.029,NaN,NaN,30.06,57,NaN,NaN,NaN,NaN
21,5,20,19,0,22,5,20,1,0,0.027,NaN,NaN,29.42,58,NaN,NaN,NaN,NaN
21,5,20,20,0,22,5,20,2,0,0.023,NaN,NaN,28.52,64,NaN,NaN,NaN,NaN
21,5,20,21,0,22,5,20,3,0,0.023,NaN,NaN,27.96,66,NaN,NaN,NaN,NaN
21,5,20,22,0,22,5,20,4,0,0.026,NaN,NaN,26.78,65,NaN,NaN,NaN,NaN
21,5,20,23,0,22,5,20,5,0,0.027,NaN,NaN,25.74,65,NaN,NaN,NaN,NaN
22,5,20,0,0,22,5,20,6,0,0.028,NaN,NaN,25.14,66,NaN,NaN,NaN,NaN
22,5,20,1,0,22,5,20,7,0,0.023,NaN,NaN,24.34,69,NaN,NaN,NaN,NaN
22,5,20,2,0,22,5,20,8,0,0.022,NaN,NaN,23.38,72,NaN,NaN,NaN,NaN
22,5,20,3,0,22,5,20,9,0,0.025,NaN,NaN,22.55,76,NaN,NaN,NaN,NaN
22,5,20,4,0,22,5,20,10,0,0.021,NaN,NaN,21.68,80,NaN,NaN,NaN,NaN
22,5,20,5,0,22,5,20,11,0,0.017,NaN,NaN,20.5,83,NaN,NaN,NaN,NaN
22,5,20,6,0,22,5,20,12,0,0.017,NaN,NaN,20.63,84,NaN,NaN,NaN,NaN
22,5,20,7,0,22,5,20,13,0,0.013,NaN,NaN,21.34,83,NaN,NaN,NaN,NaN
22,5,20,8,0,22,5,20,14,0,0.021,NaN,NaN,23.56,77,NaN,NaN,NaN,NaN
22,5,20,9,0,22,5,20,15,0,0.023,NaN,NaN,24.98,74,NaN,NaN,NaN,NaN
22,5,20,10,0,22,5,20,16,0,0.028,NaN,NaN,27.28,64,NaN,NaN,NaN,NaN
22,5,20,11,0,22,5,20,17,0,0.033,NaN,NaN,28.64,56,NaN,NaN,NaN,NaN
22,5,20,12,0,22,5,20,18,0,0.034,NaN,NaN,29.86,52,NaN,NaN,NaN,NaN
22,5,20,13,0,22,5,20,19,0,0.035,NaN,NaN,31.32,47,NaN,NaN,NaN,NaN
22,5,20,14,0,22,5,20,20,0,0.037,NaN,NaN,32.57,43,NaN,NaN,NaN,NaN
22,5,20,15,0,22,5,20,21,0,0.039,NaN,NaN,33.78,40,NaN,NaN,NaN,NaN
22,5,20,16,0,22,5,20,22,0,0.04,NaN,NaN,34.38,39,NaN,NaN,NaN,NaN
22,5,20,17,0,22,5,20,23,0,0.038,NaN,NaN,34.29,38,NaN,NaN,NaN,NaN
22,5,20,18,0,23,5,20,0,0,0.034,NaN,NaN,32.25,43,NaN,NaN,NaN,NaN
22,5,20,19,0,23,5,20,1,0,0.031,NaN,NaN,32.11,40,NaN,NaN,NaN,NaN
22,5,20,20,0,23,5,20,2,0,0.027,NaN,NaN,31.41,42,NaN,NaN,NaN,NaN
22,5,20,21,0,23,5,20,3,0,0.019,NaN,NaN,30.89,44,NaN,NaN,NaN,NaN
22,5,20,22,0,23,5,20,4,0,0.022,NaN,NaN,29.71,51,NaN,NaN,NaN,NaN
22,5,20,23,0,23,5,20,5,0,0.024,NaN,NaN,28.12,59,NaN,NaN,NaN,NaN
23,5,20,0,0,23,5,20,6,0,0.024,NaN,NaN,27.69,63,NaN,NaN,NaN,NaN
23,5,20,1,0,23,5,20,7,0,0.022,NaN,NaN,26.5,68,NaN,NaN,NaN,NaN
23,5,20,2,0,23,5,20,8,0,0.02,NaN,NaN,25.91,73,NaN,NaN,NaN,NaN
23,5,20,3,0,23,5,20,9,0,0.018,NaN,NaN,24.77,81,NaN,NaN,NaN,NaN
23,5,20,4,0,23,5,20,10,0,0.017,NaN,NaN,24.3,84,NaN,NaN,NaN,NaN
23,5,20,5,0,23,5,20,11,0,0.018,NaN,NaN,24.41,83,NaN,NaN,NaN,NaN
23,5,20,6,0,23,5,20,12,0,0.019,NaN,NaN,24.33,82,NaN,NaN,NaN,NaN
23,5,20,7,0,23,5,20,13,0,0.019,NaN,NaN,24.42,81,NaN,NaN,NaN,NaN
23,5,20,8,0,23,5,20,14,0,0.02,NaN,NaN,24.81,79,NaN,NaN,NaN,NaN
23,5,20,9,0,23,5,20,15,0,0.02,NaN,NaN,25.5,77,NaN,NaN,NaN,NaN
23,5,20,10,0,23,5,20,16,0,0.022,NaN,NaN,26.19,74,NaN,NaN,NaN,NaN
23,5,20,11,0,23,5,20,17,0,0.026,NaN,NaN,27.24,69,NaN,NaN,NaN,NaN
23,5,20,12,0,23,5,20,18,0,0.031,NaN,NaN,29.01,61,NaN,NaN,NaN,NaN
23,5,20,13,0,23,5,20,19,0,0.033,NaN,NaN,31,53,NaN,NaN,NaN,NaN
