# date,PM 2.5 (ug,m3),O3 (ppm),Temperatura,Humedad rel.,Dirección viento,Velocidad viento
06,01,20,2,00,22,0.001,9.4,39,207,1.4
06,01,20,3,00,28,0.001,8.7,43,207,1.2
06,01,20,4,00,24,0.001,7.9,48,211,1.1
06,01,20,5,00,24,0.001,7.2,54,208,1.1
06,01,20,6,00,29,0.001,6.8,56,227,1.2
06,01,20,7,00,26,0.001,6.5,57,225,1.1
06,01,20,8,00,26,0.001,6.3,59,209,0.7
06,01,20,9,00,31,0.003,8.2,50,89,0.8
06,01,20,10,00,31,0.012,10.5,42,96,0.9
06,01,20,11,00,38,0.033,13.5,35,64,1.3
06,01,20,12,00,40,0.054,16.1,28,39,1.6
06,01,20,13,00,39,0.065,18.5,22,54,1.7
06,01,20,14,00,33,0.084,19.9,19,48,2
06,01,20,15,00,27,0.094,21.3,18,28,2.1
06,01,20,16,00,29,0.101,22.1,16,42,1.8
06,01,20,17,00,31,0.099,22.3,15,23,1.4
06,01,20,18,00,22,0.091,21.7,16,8,1.4
06,01,20,19,00,23,0.059,18.7,27,214,2.1
06,01,20,20,00,35,0.029,16.8,32,246,1.3
06,01,20,21,00,34,0.013,15.3,36,227,2.1
06,01,20,22,00,36,0.002,14.1,38,198,1.7
06,01,20,23,00,50,0.005,13,39,223,2.3
07,01,20,0,00,44,0.016,12.7,33,220,2.6
07,01,20,1,00,37,0.024,12.2,32,216,2.3
07,01,20,2,00,30,0.024,11.8,31,218,2.5
07,01,20,3,00,21,0.022,10.8,34,240,0.9
07,01,20,4,00,21,0.003,9.6,38,228,1.6
07,01,20,5,00,24,0.012,9.5,35,213,2.2
07,01,20,6,00,22,0.021,9.7,33,237,1.7
07,01,20,7,00,13,0.002,8.4,42,225,1.1
07,01,20,8,00,11,0.001,8.6,37,227,2.1
07,01,20,9,00,21,0.007,11.7,30,287,1.4
07,01,20,10,00,20,0.026,13.6,21,4,3.3
07,01,20,11,00,13,0.035,14.4,15,1,3
07,01,20,12,00,17,0.038,15.3,14,6,2.7
07,01,20,13,00,15,0.045,16.1,10,12,2.6
07,01,20,14,00,10,0.049,16.3,11,50,1.9
07,01,20,15,00,14,0.056,17.3,11,41,2
07,01,20,16,00,12,0.062,18,11,83,1.7
07,01,20,17,00,14,0.065,18.2,12,29,1.6
07,01,20,18,00,15,0.05,17.4,15,336,2.2
07,01,20,19,00,19,0.026,15.6,20,332,2.6
07,01,20,20,00,23,0.021,14,27,326,2.5
07,01,20,21,00,20,0.024,12.5,36,318,2.5
07,01,20,22,00,17,0.02,11.5,42,335,2.2
07,01,20,23,00,12,0.016,10.8,46,308,1.4
08,01,20,0,00,15,NaN,9.9,45,165,0.6
08,01,20,1,00,18,NaN,9.1,56,334,1.4
08,01,20,2,00,21,NaN,8.7,50,228,0.8
08,01,20,3,00,18,NaN,7.9,57,318,1.4
08,01,20,4,00,23,0.015,7.4,62,317,1.2
08,01,20,5,00,16,0.007,6.8,60,212,1.2
08,01,20,6,00,18,0.002,6.2,61,219,1.1
08,01,20,7,00,19,0.001,5.8,64,202,1.3
08,01,20,8,00,21,0.001,5.8,65,219,1
08,01,20,9,00,21,0.005,7.4,60,188,0.7
08,01,20,10,00,22,0.01,9.3,54,107,1
08,01,20,11,00,25,0.024,11.6,47,50,1.5
08,01,20,12,00,30,0.04,13.6,39,29,1.5
08,01,20,13,00,29,0.059,16.2,31,33,1.5
08,01,20,14,00,26,0.08,18,26,74,1.7
08,01,20,15,00,36,0.089,19.2,22,95,1.8
08,01,20,16,00,26,0.091,19.8,20,57,1.5
08,01,20,17,00,24,0.089,20.1,20,56,1.4
08,01,20,18,00,26,0.069,19.7,24,125,1.4
08,01,20,19,00,22,0.027,17.4,34,191,1.6
08,01,20,20,00,16,0.034,15.1,36,214,2.7
08,01,20,21,00,21,0.031,14.3,38,231,2.2
08,01,20,22,00,40,0.019,13.9,40,228,1.9
08,01,20,23,00,32,0.013,12.7,44,221,1.7
09,01,20,0,00,30,0.027,12.2,45,222,2.1
09,01,20,1,00,33,0.029,11.6,48,218,2.1
09,01,20,2,00,27,0.021,11,51,225,1.6
09,01,20,3,00,28,0.002,10.4,53,228,1.9
09,01,20,4,00,27,0.001,10.1,52,205,1.6
09,01,20,5,00,31,0.003,9.3,54,191,1.4
09,01,20,6,00,25,0.001,8.6,58,264,1
09,01,20,7,00,28,0.001,7.9,60,187,0.6
09,01,20,8,00,28,0.001,7.6,64,249,0.8
09,01,20,9,00,29,0.003,9.7,58,72,0.6
09,01,20,10,00,29,0.014,12.2,48,38,1.1
09,01,20,11,00,32,0.039,14.8,38,87,1.3
09,01,20,12,00,24,0.06,17.2,32,75,1.2
09,01,20,13,00,20,0.071,19.3,22,46,1.6
09,01,20,14,00,21,0.068,20.7,16,70,2
09,01,20,15,00,12,0.074,21.4,16,24,2
09,01,20,16,00,13,0.082,22.1,16,40,1.6
09,01,20,17,00,19,0.078,22,17,48,1.4
09,01,20,18,00,16,0.057,21.2,22,77,1.9
09,01,20,19,00,10,0.041,18.6,34,188,2.2
09,01,20,20,00,23,0.021,16.6,36,224,2.1
09,01,20,21,00,23,0.016,16.3,36,263,2.5
09,01,20,22,00,24,0.021,15.8,36,247,2.4
09,01,20,23,00,18,0.022,14,40,222,2.7
10,01,20,0,00,19,0.007,12.9,39,201,1.4
10,01,20,1,00,19,0.001,11.6,38,220,1.8
10,01,20,2,00,20,0.001,10.8,41,238,1
10,01,20,3,00,18,0.002,10,49,248,1.2
10,01,20,4,00,15,0.002,9.3,52,218,1.6
10,01,20,5,00,15,0.001,8.9,53,215,1.3
10,01,20,6,00,12,0.001,8.6,57,221,1.5
10,01,20,7,00,10,0.001,8.6,57,210,1.4
10,01,20,8,00,11,0.001,8.6,57,225,1.5
10,01,20,9,00,13,0.004,11.3,48,115,1
10,01,20,10,00,22,0.015,13.5,39,76,1.2
10,01,20,11,00,14,0.031,16,33,24,1.7
10,01,20,12,00,20,0.045,17.5,32,29,2.1
10,01,20,13,00,15,0.053,19.5,29,327,1.6
10,01,20,14,00,13,0.054,21.2,25,22,2.1
10,01,20,15,00,6,0.056,22.1,22,355,2.5
10,01,20,16,00,6,0.036,22.6,22,109,2.5
10,01,20,17,00,9,0.032,22,24,76,2.8
10,01,20,18,00,6,0.036,21.1,28,252,2
10,01,20,19,00,10,0.028,18.9,33,203,1.3
10,01,20,20,00,20,0.017,16.9,39,166,1.2
10,01,20,21,00,21,0.008,15.9,42,104,1.7
10,01,20,22,00,15,0.002,14.6,47,222,1.8
10,01,20,23,00,22,0.001,13.6,47,201,1.3
11,01,20,0,00,20,0.001,12.5,52,199,1.3
11,01,20,1,00,19,0.001,12.3,44,218,2.5
11,01,20,2,00,20,NaN,11.8,43,206,1.9
11,01,20,3,00,18,0.004,11.6,46,219,2.6
11,01,20,4,00,16,0.008,11.6,49,216,2.9
11,01,20,5,00,11,0.001,10.6,52,183,1.7
11,01,20,6,00,11,0.001,9.3,59,276,0.7
11,01,20,7,00,16,0.001,8.6,60,264,1.6
11,01,20,8,00,19,0.001,8.7,55,219,1.7
11,01,20,9,00,19,0.004,11.2,45,137,1.2
11,01,20,10,00,12,0.015,13.2,43,103,1.2
11,01,20,11,00,13,0.03,16.1,36,24,1.3
11,01,20,12,00,14,0.047,17.7,32,51,1.7
11,01,20,13,00,17,0.054,19.2,28,64,1.9
11,01,20,14,00,12,0.064,20.4,24,33,2.2
11,01,20,15,00,12,0.068,21.4,20,56,2.1
11,01,20,16,00,11,0.07,22.1,21,26,2.1
11,01,20,17,00,10,0.07,22.1,23,170,1.7
11,01,20,18,00,12,0.07,21.8,24,180,1.2
11,01,20,19,00,19,0.047,19.1,32,223,2.7
11,01,20,20,00,19,0.036,17.4,33,224,2.7
11,01,20,21,00,20,0.021,16.6,35,243,2.2
11,01,20,22,00,15,0.017,15.5,38,231,1.8
11,01,20,23,00,11,0.016,14.5,41,217,1.3
12,01,20,0,00,19,0.011,13.5,47,240,1.4
12,01,20,1,00,24,0.009,12.5,51,229,1.6
12,01,20,2,00,20,0.002,11.8,55,207,1.2
12,01,20,3,00,30,0.001,11.3,57,216,1.3
12,01,20,4,00,21,0.002,10.7,60,210,0.8
12,01,20,5,00,19,0.001,9.9,66,147,0.7
12,01,20,6,00,25,0.001,9.3,69,156,0.8
12,01,20,7,00,31,0.001,8.7,73,230,1
12,01,20,8,00,29,0.001,8.6,72,205,0.7
12,01,20,9,00,30,0.007,10.3,65,90,0.8
12,01,20,10,00,24,0.02,12.1,59,28,1.1
12,01,20,11,00,34,0.034,14.3,50,42,1.5
12,01,20,12,00,42,0.047,16.3,42,62,1.6
12,01,20,13,00,28,0.054,18.2,35,23,1.5
12,01,20,14,00,28,0.06,20.1,29,44,1.8
12,01,20,15,00,14,0.064,21.5,26,33,1.9
12,01,20,16,00,13,0.068,22,26,121,1.6
12,01,20,17,00,11,0.068,21.6,25,24,1.9
12,01,20,18,00,16,0.067,21.1,26,12,1.3
12,01,20,19,00,20,0.04,19.3,33,73,1.4
12,01,20,20,00,21,0.019,17.7,38,309,2.4
12,01,20,21,00,24,0.022,17.2,36,312,2.6
12,01,20,22,00,24,0.028,15.9,40,261,1.9
12,01,20,23,00,22,0.017,14.6,44,229,1.8
13,01,20,0,00,26,0.016,13.4,48,216,1.9
13,01,20,1,00,24,0.018,12.7,50,217,2.4
13,01,20,2,00,9,0.023,12.2,50,221,2.2
13,01,20,3,00,13,0.021,11.7,52,207,1.7
13,01,20,4,00,13,0.011,11.2,55,213,1.4
13,01,20,5,00,10,0.006,10.4,58,151,1
13,01,20,6,00,12,0.001,9.5,64,256,1.3
13,01,20,7,00,21,0.001,9.7,63,244,1.6
13,01,20,8,00,19,0.001,9.6,63,205,0.8
13,01,20,9,00,16,0.003,11.4,57,111,0.7
13,01,20,10,00,23,0.013,13.3,51,62,1.3
13,01,20,11,00,21,0.024,15.5,45,47,1.5
13,01,20,12,00,23,0.036,17.6,41,61,1.6
13,01,20,13,00,40,0.048,19.4,35,68,1.7
13,01,20,14,00,32,0.056,20.8,30,44,2
13,01,20,15,00,8,0.07,21.3,29,18,2.3
13,01,20,16,00,11,0.083,21.8,28,16,1.7
13,01,20,17,00,18,0.088,21.7,28,45,1.8
13,01,20,18,00,20,0.085,21.3,28,38,1.3
13,01,20,19,00,24,0.024,19.5,39,98,2.1
13,01,20,20,00,19,0.023,17.4,42,215,2.5
13,01,20,21,00,19,0.021,16.6,46,254,1.9
13,01,20,22,00,30,0.004,17,50,319,1.6
13,01,20,23,00,26,0.007,15.9,55,265,1.6
14,01,20,0,00,20,NaN,14.7,60,214,1.1
14,01,20,1,00,16,NaN,13.6,63,219,1.9
14,01,20,2,00,19,NaN,13.1,62,213,2.2
14,01,20,3,00,17,NaN,12.6,64,213,2.2
14,01,20,4,00,16,0.007,11.8,67,206,1.3
14,01,20,5,00,11,0.001,10.7,72,243,0.8
14,01,20,6,00,11,0.001,9.9,75,239,1.2
14,01,20,7,00,16,NaN,9.5,66,218,1.4
14,01,20,8,00,16,0.001,9.7,62,230,1.1
14,01,20,9,00,10,0.003,11.7,61,158,0.5
14,01,20,10,00,15,0.014,13.4,61,90,1.2
14,01,20,11,00,21,0.028,15.1,56,70,1.4
14,01,20,12,00,31,0.049,16.4,49,92,1.8
14,01,20,13,00,40,0.062,18.5,43,54,2
14,01,20,14,00,38,0.067,20.6,36,62,2.4
14,01,20,15,00,20,0.059,22.5,33,104,2.4
14,01,20,16,00,8,0.05,23,31,120,2.6
14,01,20,17,00,2,0.047,23.1,30,107,2.2
14,01,20,18,00,5,0.039,22,35,119,2.1
14,01,20,19,00,11,0.035,19.8,42,165,1.7
14,01,20,20,00,19,0.018,18.3,46,208,1.8
14,01,20,21,00,17,0.008,17.4,50,272,1.6
14,01,20,22,00,20,0.015,17.3,51,276,1.8
14,01,20,23,00,22,0.016,16.3,55,247,1.6
15,01,20,0,00,18,0.007,14.8,61,216,1.7
15,01,20,1,00,18,0.009,14.2,62,217,1.9
15,01,20,2,00,19,0.008,13.9,63,216,2
15,01,20,3,00,23,0.006,13,66,183,1.3
15,01,20,4,00,18,0.001,12.2,68,195,1.2
15,01,20,5,00,17,0.001,11.6,71,236,1.3
15,01,20,6,00,15,0.003,11.3,71,221,1.4
15,01,20,7,00,14,0.001,11,72,179,1.2
15,01,20,8,00,14,0.001,10.8,70,204,1
15,01,20,9,00,18,0.003,11.9,69,84,0.5
15,01,20,10,00,17,0.012,13.5,66,26,1.2
15,01,20,11,00,23,0.026,15.5,56,32,1.9
15,01,20,12,00,24,0.041,17.6,48,56,1.7
15,01,20,13,00,26,0.053,19.7,37,21,1.9
15,01,20,14,00,14,0.06,20.8,34,24,1.9
15,01,20,15,00,14,0.057,21.8,31,37,2.2
15,01,20,16,00,9,0.058,22.2,31,127,2.4
15,01,20,17,00,9,0.057,22.6,30,140,2.1
15,01,20,18,00,14,0.046,21.7,33,136,2.2
15,01,20,19,00,13,0.025,19.6,42,169,1.4
15,01,20,20,00,20,0.013,17.7,47,215,2.4
15,01,20,21,00,19,0.01,17.1,50,287,2.5
15,01,20,22,00,18,0.008,16.7,58,326,3.6
15,01,20,23,00,22,0.014,15.3,65,308,2.8
16,01,20,0,00,12,0.012,14.4,70,326,1.4
16,01,20,1,00,21,0.013,13.6,74,40,0.9
16,01,20,2,00,23,0.015,13,76,13,0.8
16,01,20,3,00,27,0.009,12.9,75,353,1.3
16,01,20,4,00,24,0.008,12.6,76,185,0.5
16,01,20,5,00,22,0.01,12.7,77,162,0.5
16,01,20,6,00,20,0.007,12.7,72,211,1.2
16,01,20,7,00,24,0.001,12.2,70,175,1.1
16,01,20,8,00,23,0.001,12.2,78,76,1.3
16,01,20,9,00,29,0.002,12.1,80,90,0.9
16,01,20,10,00,38,0.009,13.1,74,60,1.3
16,01,20,11,00,NaN,NaN,15,63,46,1.7
16,01,20,12,00,NaN,NaN,16.7,51,14,2.1
16,01,20,13,00,NaN,NaN,18.5,42,46,2.2
16,01,20,14,00,42,0.062,19.7,39,72,1.8
16,01,20,15,00,37,0.07,21.1,35,70,2.2
16,01,20,16,00,26,0.061,21.9,28,134,2.2
16,01,20,17,00,21,0.046,21.9,25,161,3.3
16,01,20,18,00,6,0.04,20.5,31,169,3.4
16,01,20,19,00,10,0.034,18.6,37,188,2.8
16,01,20,20,00,15,0.024,17.2,45,321,3.3
16,01,20,21,00,11,0.014,15.8,57,327,3.7
16,01,20,22,00,19,0.015,14.8,63,310,2.8
16,01,20,23,00,15,0.017,14.1,66,308,2
17,01,20,0,00,17,0.016,13.7,68,328,1.6
17,01,20,1,00,19,0.017,13.5,70,293,1.6
17,01,20,2,00,14,0.015,12.9,70,264,1.2
17,01,20,3,00,17,0.012,12,67,219,1.1
17,01,20,4,00,16,0.01,11.8,66,222,1.1
17,01,20,5,00,14,0.009,11.4,69,241,1.3
17,01,20,6,00,19,0.01,10.9,73,229,1.1
17,01,20,7,00,16,0.004,10.5,68,215,1.6
17,01,20,8,00,16,0.002,10,68,218,1.6
17,01,20,9,00,16,0.008,11.4,63,174,1.1
17,01,20,10,00,13,0.011,13,64,105,1.3
17,01,20,11,00,11,0.022,14.4,60,44,1.7
17,01,20,12,00,30,0.039,16.3,50,41,1.8
17,01,20,13,00,22,0.051,18.2,40,43,2.1
17,01,20,14,00,15,0.062,19.8,35,56,1.7
17,01,20,15,00,16,0.052,20.5,31,99,2.1
17,01,20,16,00,15,0.04,21.8,28,148,4
17,01,20,17,00,4,0.04,21.2,29,147,3.6
17,01,20,18,00,NaN,0.043,20.3,31,186,3.3
17,01,20,19,00,6,0.034,18.6,35,209,2.5
17,01,20,20,00,10,0.02,17,39,231,2.2
17,01,20,21,00,9,0.009,16.2,42,188,1.2
17,01,20,22,00,13,0.002,15.6,45,256,1.7
17,01,20,23,00,11,0.001,14.9,48,224,1.6
18,01,20,0,00,10,0.002,14.1,50,229,1.8
18,01,20,1,00,16,0.003,13.7,52,210,2
18,01,20,2,00,7,0.005,13.2,55,219,1.9
18,01,20,3,00,11,0.012,12.6,58,220,1.9
18,01,20,4,00,10,0.009,12.3,60,213,1.6
18,01,20,5,00,6,0.005,11.9,62,173,1
18,01,20,6,00,7,0.001,11.4,65,224,1
18,01,20,7,00,12,0.001,11,67,234,1.3
18,01,20,8,00,16,0.001,10.9,68,197,1.3
18,01,20,9,00,11,0.004,11.9,64,144,0.8
18,01,20,10,00,16,0.014,14,57,10,1.4
18,01,20,11,00,24,0.028,16,51,76,1.3
18,01,20,12,00,32,0.042,18.2,42,14,1.7
18,01,20,13,00,37,0.055,19.7,35,29,2.5
18,01,20,14,00,26,0.059,20.3,33,82,2.1
18,01,20,15,00,13,0.066,20.5,32,52,2.1
18,01,20,16,00,19,0.064,21,31,52,1.8
18,01,20,17,00,17,0.06,20.2,34,151,1.7
18,01,20,18,00,28,0.04,19.2,40,222,3.1
18,01,20,19,00,20,0.016,16.8,59,350,3.1
18,01,20,20,00,20,0.015,15.1,70,310,2.8
18,01,20,21,00,11,0.017,14.3,72,318,2.6
18,01,20,22,00,8,0.018,14.1,69,354,1.9
18,01,20,23,00,14,0.017,13.8,72,337,2.1
19,01,20,0,00,6,0.017,13.6,72,307,1
19,01,20,1,00,9,0.014,12.8,80,325,1
19,01,20,2,00,15,0.011,12.6,83,83,0.5
19,01,20,3,00,12,0.006,12.4,85,285,1.1
19,01,20,4,00,9,0.008,12.3,83,344,1.4
19,01,20,5,00,15,0.01,12.1,80,335,2.2
19,01,20,6,00,15,0.011,11.9,79,331,2.3
19,01,20,7,00,21,0.013,12,78,308,1.6
19,01,20,8,00,13,0.011,12.1,77,310,1.7
19,01,20,9,00,8,0.009,12.3,77,328,2.2
19,01,20,10,00,10,0.008,12.6,76,339,2.5
19,01,20,11,00,9,0.014,13.2,75,305,1.7
19,01,20,12,00,11,0.02,14,69,10,1.3
19,01,20,13,00,7,0.021,14.5,67,318,1.5
19,01,20,14,00,1,0.023,15.8,62,319,2.5
19,01,20,15,00,12,0.026,15.8,62,357,3.4
19,01,20,16,00,8,0.018,14.7,67,17,4.5
19,01,20,17,00,9,0.015,12.4,84,309,2.1
19,01,20,18,00,13,0.011,11.8,88,292,2.8
19,01,20,19,00,5,0.008,12,87,310,2.4
19,01,20,20,00,7,0.004,11.7,88,334,2.4
19,01,20,21,00,9,0.005,11.1,89,310,2.5
19,01,20,22,00,5,0.007,10.9,89,313,2.5
19,01,20,23,00,7,0.01,10.6,88,312,2.6
20,01,20,0,00,2,NaN,10.5,87,309,2.3
20,01,20,1,00,4,NaN,10.5,85,316,2.7
20,01,20,2,00,NaN,NaN,10.4,83,310,2
20,01,20,3,00,NaN,NaN,10.5,82,313,1.9
20,01,20,4,00,NaN,0.019,10.5,81,316,1.6
20,01,20,5,00,NaN,0.019,10.5,80,312,1.7
20,01,20,6,00,2,0.018,10.5,80,326,1.3
20,01,20,7,00,5,0.012,10.6,79,326,1.6
20,01,20,8,00,6,0.004,10.6,79,326,2.2
20,01,20,9,00,11,0.006,11,77,325,2.1
20,01,20,10,00,8,0.009,11.5,74,321,2.4
20,01,20,11,00,9,0.007,11.1,75,329,3.7
20,01,20,12,00,14,0.011,11,79,300,1.9
20,01,20,13,00,13,0.009,10.4,85,51,1.5
20,01,20,14,00,9,0.006,10.8,81,334,2.2
20,01,20,15,00,13,0.01,11.2,77,340,2.5
20,01,20,16,00,14,0.014,11.6,72,334,1.6
20,01,20,17,00,6,0.012,11.6,72,263,1.2
20,01,20,18,00,11,0.007,11.6,72,272,1.6
20,01,20,19,00,11,0.002,11.2,77,66,1.1
20,01,20,20,00,15,0.001,11.1,78,219,1.6
20,01,20,21,00,19,0.001,11.1,77,291,1.6
20,01,20,22,00,20,0.006,10.5,76,325,2.4
20,01,20,23,00,15,0.009,9.9,76,343,1.9
21,01,20,0,00,6,0.012,9.6,74,331,2.2
21,01,20,1,00,6,0.016,9.1,77,358,1
21,01,20,2,00,5,0.01,8.3,81,82,0.7
21,01,20,3,00,8,0.002,7.6,84,221,0.4
21,01,20,4,00,NaN,0.001,7,85,164,0.9
21,01,20,5,00,11,0.001,6.5,87,224,1
21,01,20,6,00,5,0.005,6.4,87,216,0.7
21,01,20,7,00,12,0.001,6.2,87,285,1.3
21,01,20,8,00,11,0.001,6.4,88,15,1.1
21,01,20,9,00,14,0.002,6.8,86,307,1.4
21,01,20,10,00,21,0.004,7.4,81,233,1.1
21,01,20,11,00,21,0.011,8.7,76,61,1.4
21,01,20,12,00,16,0.022,10.6,69,48,1.7
21,01,20,13,00,23,0.035,12.6,61,90,1.5
21,01,20,14,00,17,0.048,14.5,52,63,1.6
21,01,20,15,00,28,0.054,16.3,41,12,1.7
21,01,20,16,00,21,0.054,17.1,33,22,2.3
21,01,20,17,00,5,0.052,17.5,31,341,1.9
21,01,20,18,00,7,0.049,17.1,33,36,1.3
